,e1,e2,time,r
2532,SZ000166,SH600028,2018-03-23 00:00:00,same_industry
497,SH601628,SZ002044,2018-03-23 00:00:00,same_industry
6558,SH600028,SH600050,2018-03-23 20:12:00,cooperate
6481,SH600050,SH600028,2018-03-23 20:12:00,cooperate
1443,SH600036,SZ000166,2018-03-25 00:00:00,same_industry
2540,SZ000166,SH600036,2018-03-25 00:00:00,same_industry
10672,SZ000166,SZ002466,2018-03-26 00:00:00,rise
10534,SZ002466,SZ000166,2018-03-26 00:00:00,rise
6375,SZ300070,SH601818,2018-03-26 00:00:00,cooperate
390,SH600188,SH601088,2018-03-26 00:00:00,same_industry
5947,SH600104,SZ300750,2018-03-26 00:00:00,cooperate
6659,SH601818,SZ300070,2018-03-26 00:00:00,cooperate
454,SH601088,SH600188,2018-03-26 00:00:00,same_industry
6233,SZ300750,SH600104,2018-03-26 00:00:00,cooperate
4693,SH600886,SZ000002,2018-03-26 00:00:00,increase_holding
4287,SZ000002,SH600886,2018-03-26 00:00:00,increase_holding
1853,SZ002594,SZ002508,2018-03-27 00:00:00,same_industry
991,SH600519,SH600887,2018-03-27 00:00:00,same_industry
5846,SH603019,SH601231,2018-03-27 00:00:00,cooperate
4197,SH601377,SH600036,2018-03-27 00:00:00,increase_holding
4496,SH600036,SH601377,2018-03-27 00:00:00,increase_holding
3024,SH600887,SH600519,2018-03-27 00:00:00,same_industry
6634,SH601231,SH603019,2018-03-27 00:00:00,cooperate
1765,SZ002508,SZ002594,2018-03-27 00:00:00,same_industry
4528,SZ002007,SZ000686,2018-03-28 00:00:00,increase_holding
1928,SZ000671,SH600048,2018-03-28 00:00:00,same_industry
140,SH600999,SZ000858,2018-03-28 00:00:00,same_industry
3049,SH600048,SZ000671,2018-03-28 00:00:00,same_industry
10274,SZ002594,SZ300104,2018-03-28 00:00:00,rise
10189,SH601818,SH600109,2018-03-28 00:00:00,rise
10206,SZ002508,SZ002594,2018-03-28 00:00:00,rise
8208,SH600519,SH601099,2018-03-28 00:00:00,fall
10275,SZ002594,SZ002508,2018-03-28 00:00:00,rise
4369,SH601066,SZ000002,2018-03-28 00:00:00,increase_holding
3805,SZ000858,SH600999,2018-03-28 00:00:00,same_industry
1732,SH601818,SH600109,2018-03-28 00:00:00,same_industry
1843,SZ300347,SH603259,2018-03-28 00:00:00,same_industry
10699,SH600109,SH601818,2018-03-28 00:00:00,rise
4593,SZ000686,SZ002007,2018-03-28 00:00:00,increase_holding
4541,SH601818,SH600109,2018-03-28 00:00:00,increase_holding
8596,SH601099,SH600519,2018-03-28 00:00:00,fall
4288,SZ000002,SH601066,2018-03-28 00:00:00,increase_holding
632,SH603259,SZ300347,2018-03-28 00:00:00,same_industry
4756,SH600369,SZ001979,2018-03-28 00:00:00,increase_holding
4742,SH600109,SH601818,2018-03-28 00:00:00,increase_holding
4854,SZ001979,SH600369,2018-03-28 00:00:00,increase_holding
10101,SZ300104,SZ002594,2018-03-28 00:00:00,rise
2602,SH600109,SH601818,2018-03-28 00:00:00,same_industry
12327,SH600674,SH600900,2018-03-29 00:00:00,be_reduced_holding
1477,SZ002405,SH601336,2018-03-29 00:00:00,same_industry
4943,SH601211,SH600104,2018-03-29 00:00:00,increase_holding
362,SH600547,SH600068,2018-03-29 00:00:00,same_industry
4262,SH600068,SH600547,2018-03-29 00:00:00,increase_holding
4263,SH600547,SH600068,2018-03-29 00:00:00,increase_holding
12379,SH600900,SH600674,2018-03-29 00:00:00,be_reduced_holding
836,SH601066,SZ002142,2018-03-29 00:00:00,same_industry
3106,SZ002142,SH601066,2018-03-29 00:00:00,same_industry
578,SZ000568,SZ000166,2018-03-29 00:00:00,same_industry
761,SH601336,SZ002405,2018-03-29 00:00:00,same_industry
352,SH600068,SH600547,2018-03-29 00:00:00,same_industry
4858,SH600570,SH601878,2018-03-29 00:00:00,increase_holding
2527,SZ000166,SZ000568,2018-03-29 00:00:00,same_industry
4832,SH601878,SH600570,2018-03-29 00:00:00,increase_holding
4324,SH600104,SH601211,2018-03-29 00:00:00,increase_holding
4556,SH601108,SH600519,2018-03-30 00:00:00,increase_holding
4454,SZ002044,SH601555,2018-03-30 00:00:00,increase_holding
4729,SH601555,SZ002044,2018-03-30 00:00:00,increase_holding
4422,SH600519,SH601108,2018-03-30 00:00:00,increase_holding
7316,SH600900,SH600674,2018-03-30 00:00:00,cooperate
6409,SH600674,SH600900,2018-03-30 00:00:00,cooperate
4711,SZ000166,SZ000963,2018-03-30 00:00:00,increase_holding
5036,SZ000963,SZ000166,2018-03-30 00:00:00,increase_holding
783,SH601111,SH601288,2018-03-30 20:16:00,same_industry
3090,SH601288,SH601111,2018-03-30 20:16:00,same_industry
3700,SH601899,SH603260,2018-04-02 00:00:00,same_industry
534,SH603260,SH601899,2018-04-02 00:00:00,same_industry
4393,SZ002475,SH601377,2018-04-03 00:00:00,increase_holding
4196,SH601377,SZ002475,2018-04-03 00:00:00,increase_holding
5695,SH600009,SH600115,2018-04-04 00:00:00,cooperate
3463,SH600016,SH601211,2018-04-04 00:00:00,same_industry
6767,SH600115,SH600009,2018-04-04 00:00:00,cooperate
388,SH600188,SH601666,2018-04-04 00:00:00,same_industry
3720,SH601211,SH600016,2018-04-04 00:00:00,same_industry
2762,SH601666,SH600188,2018-04-04 00:00:00,same_industry
11992,SH600030,SZ000002,2018-04-06 21:22:00,invest
2833,SH600030,SH601066,2018-04-06 21:22:00,same_industry
871,SH601066,SH600030,2018-04-06 21:22:00,same_industry
11872,SZ000002,SH600030,2018-04-06 21:22:00,invest
87,SH601377,SZ300750,2018-04-08 00:00:00,same_industry
1105,SZ300750,SH601377,2018-04-08 00:00:00,same_industry
2470,SZ000783,SH603259,2018-04-08 00:00:00,same_industry
11899,SZ300750,SZ000685,2018-04-08 00:00:00,invest
12673,SZ002594,SZ300750,2018-04-08 00:00:00,be_supplied
12671,SZ300750,SZ002594,2018-04-08 00:00:00,be_supplied
629,SH603259,SZ000783,2018-04-08 00:00:00,same_industry
12439,SZ000685,SZ300750,2018-04-08 00:00:00,superior
11866,SZ000685,SZ300750,2018-04-08 00:00:00,invest
12474,SZ300750,SZ000685,2018-04-08 00:00:00,superior
2596,SZ002607,SZ002841,2018-04-09 00:00:00,same_industry
12657,SH600061,SH600918,2018-04-09 00:00:00,superior
12430,SH600918,SH600061,2018-04-09 00:00:00,superior
2048,SZ002841,SZ002607,2018-04-09 00:00:00,same_industry
350,SZ000690,SH600418,2018-04-10 00:00:00,same_industry
3360,SH600418,SZ000690,2018-04-10 00:00:00,same_industry
4584,SZ000686,SZ000425,2018-04-10 00:00:00,increase_holding
4613,SZ000425,SZ000686,2018-04-10 00:00:00,increase_holding
4224,SH601006,SH601688,2018-04-11 00:00:00,increase_holding
4980,SH601688,SH601006,2018-04-11 00:00:00,increase_holding
332,SZ002714,SZ300498,2018-04-11 00:00:00,same_industry
1395,SZ300498,SZ002714,2018-04-11 00:00:00,same_industry
9277,SH600918,SZ300433,2018-04-11 00:00:00,rise
9431,SZ300433,SH600918,2018-04-11 00:00:00,rise
6148,SH600584,SZ300104,2018-04-12 00:00:00,cooperate
5946,SH600104,SH601601,2018-04-12 00:00:00,cooperate
7221,SH601601,SH600104,2018-04-12 00:00:00,cooperate
375,SZ000685,SZ300750,2018-04-12 00:00:00,same_industry
1100,SZ300750,SZ000685,2018-04-12 00:00:00,same_industry
6572,SZ300104,SH600584,2018-04-12 00:00:00,cooperate
4906,SH601788,SZ002493,2018-04-13 00:00:00,increase_holding
7058,SH601166,SZ000776,2018-04-13 00:00:00,cooperate
7127,SH603799,SZ300750,2018-04-13 00:00:00,cooperate
4538,SZ002493,SH601788,2018-04-13 00:00:00,increase_holding
6781,SZ000776,SH601166,2018-04-13 00:00:00,cooperate
4265,SH600547,SZ000783,2018-04-13 00:00:00,increase_holding
5993,SH603259,SH600079,2018-04-13 00:00:00,cooperate
7218,SH601601,SH600104,2018-04-13 00:00:00,cooperate
7711,SH600079,SH603259,2018-04-13 00:00:00,cooperate
4689,SZ000783,SH600547,2018-04-13 00:00:00,increase_holding
6231,SZ300750,SH603799,2018-04-13 00:00:00,cooperate
5963,SH600104,SH601601,2018-04-13 00:00:00,cooperate
10675,SZ000166,SZ300750,2018-04-16 00:00:00,rise
4477,SZ002050,SH600369,2018-04-16 00:00:00,increase_holding
9849,SZ300750,SZ000166,2018-04-16 00:00:00,rise
4761,SH600369,SZ002050,2018-04-16 00:00:00,increase_holding
5373,SH600006,SZ002594,2018-04-17 00:00:00,supply
4227,SZ002736,SH603517,2018-04-17 00:00:00,increase_holding
2122,SH600795,SH601088,2018-04-17 00:00:00,same_industry
4670,SH603517,SZ002736,2018-04-17 00:00:00,increase_holding
463,SH601088,SH600188,2018-04-17 00:00:00,same_industry
455,SH601088,SH600795,2018-04-17 00:00:00,same_industry
2070,SZ000063,SZ002415,2018-04-17 00:00:00,same_industry
796,SZ002415,SZ000063,2018-04-17 00:00:00,same_industry
389,SH600188,SH601088,2018-04-17 00:00:00,same_industry
5380,SZ002594,SH600006,2018-04-17 00:00:00,supply
662,SH601728,SZ000063,2018-04-17 11:30:00,same_industry
2069,SZ000063,SH601728,2018-04-17 11:30:00,same_industry
2524,SZ000166,SH603259,2018-04-18 00:00:00,same_industry
628,SH603259,SZ000166,2018-04-18 00:00:00,same_industry
11928,SZ300104,SZ000100,2018-04-18 00:00:00,invest
12051,SZ000100,SZ300104,2018-04-18 00:00:00,invest
3391,SZ002352,SZ002468,2018-04-19 00:00:00,same_industry
4278,SH601162,SH600438,2018-04-19 00:00:00,increase_holding
747,SZ002468,SZ002352,2018-04-19 00:00:00,same_industry
4751,SH600438,SH601162,2018-04-19 00:00:00,increase_holding
9299,SH600160,SZ000725,2018-04-20 00:00:00,rise
11035,SZ000725,SH600160,2018-04-20 00:00:00,rise
7533,SZ002555,SZ002602,2018-04-20 00:00:00,cooperate
7769,SH600066,SZ000338,2018-04-20 00:00:00,cooperate
290,SH600160,SZ000725,2018-04-20 00:00:00,same_industry
5874,SZ000338,SH600066,2018-04-20 00:00:00,cooperate
6950,SZ002602,SZ002555,2018-04-20 00:00:00,cooperate
3259,SZ000725,SH600160,2018-04-20 00:00:00,same_industry
594,SH600000,SH601658,2018-04-20 20:25:00,same_industry
3182,SH601658,SH600000,2018-04-20 20:25:00,same_industry
12442,SH601628,SZ300104,2018-04-20 21:25:00,superior
12515,SZ300104,SH601628,2018-04-20 21:25:00,superior
12756,SH601728,SZ000063,2018-04-20 22:39:00,dispute
12848,SZ000063,SH601728,2018-04-20 22:39:00,dispute
11761,SZ000063,SH600519,2018-04-22 00:00:00,reduce_holding
11712,SH600519,SZ000063,2018-04-22 00:00:00,reduce_holding
11306,SZ002032,SZ002008,2018-04-23 00:00:00,rise
7839,SH600239,SH600745,2018-04-23 00:00:00,cooperate
4833,SZ002624,SZ000166,2018-04-23 00:00:00,increase_holding
5762,SH600606,SH600115,2018-04-23 00:00:00,cooperate
9297,SZ002008,SZ002032,2018-04-23 00:00:00,rise
2785,SZ300003,SH600276,2018-04-23 00:00:00,same_industry
6604,SH600745,SH600239,2018-04-23 00:00:00,cooperate
198,SH600276,SZ300003,2018-04-23 00:00:00,same_industry
8481,SH600516,SZ000977,2018-04-23 00:00:00,fall
8620,SZ000977,SH600516,2018-04-23 00:00:00,fall
3263,SZ000725,SZ002468,2018-04-23 00:00:00,same_industry
748,SZ002468,SZ000725,2018-04-23 00:00:00,same_industry
4363,SZ002415,SZ000166,2018-04-23 00:00:00,increase_holding
4705,SZ000166,SZ002624,2018-04-23 00:00:00,increase_holding
6768,SH600115,SH600606,2018-04-23 00:00:00,cooperate
4720,SZ000166,SZ002415,2018-04-23 00:00:00,increase_holding
655,SZ002230,SZ300750,2018-04-23 08:35:00,same_industry
1054,SZ300750,SZ002230,2018-04-23 08:35:00,same_industry
4594,SZ000686,SZ300347,2018-04-24 00:00:00,increase_holding
4554,SH601108,SZ000703,2018-04-24 00:00:00,increase_holding
6954,SZ002602,SZ002555,2018-04-24 00:00:00,cooperate
11774,SH601166,SH601899,2018-04-24 00:00:00,reduce_holding
4510,SZ000703,SH601108,2018-04-24 00:00:00,increase_holding
4926,SH601899,SH601166,2018-04-24 00:00:00,increase_holding
4665,SZ000001,SH601375,2018-04-24 00:00:00,increase_holding
6908,SH601238,SZ300072,2018-04-24 00:00:00,cooperate
7531,SZ002555,SZ002602,2018-04-24 00:00:00,cooperate
4894,SH601375,SZ000001,2018-04-24 00:00:00,increase_holding
11822,SH601899,SH601166,2018-04-24 00:00:00,reduce_holding
4678,SH601166,SH601899,2018-04-24 00:00:00,increase_holding
4572,SZ300347,SZ000686,2018-04-24 00:00:00,increase_holding
6343,SZ300072,SH601238,2018-04-24 00:00:00,cooperate
4201,SH600999,SZ002008,2018-04-25 00:00:00,increase_holding
4244,SZ002008,SH600999,2018-04-25 00:00:00,increase_holding
5012,SZ002085,SZ300003,2018-04-25 00:00:00,increase_holding
7664,SH600426,SH600309,2018-04-25 00:00:00,cooperate
6595,SH601633,SZ002230,2018-04-25 00:00:00,cooperate
4365,SH601066,SZ002415,2018-04-25 00:00:00,increase_holding
4361,SZ002415,SH601066,2018-04-25 00:00:00,increase_holding
11586,SH600029,SH600115,2018-04-25 00:00:00,rise
6023,SZ002230,SH601633,2018-04-25 00:00:00,cooperate
4523,SH601633,SH601788,2018-04-25 00:00:00,increase_holding
6694,SH600309,SH600426,2018-04-25 00:00:00,cooperate
4941,SH601211,SH600570,2018-04-25 00:00:00,increase_holding
1626,SH601633,SZ002230,2018-04-25 00:00:00,same_industry
4861,SH600570,SH601211,2018-04-25 00:00:00,increase_holding
654,SZ002230,SH601633,2018-04-25 00:00:00,same_industry
10372,SH600115,SH600029,2018-04-25 00:00:00,rise
4905,SH601788,SH601633,2018-04-25 00:00:00,increase_holding
4773,SZ300003,SZ002085,2018-04-25 00:00:00,increase_holding
1634,SH601633,SZ000625,2018-04-25 20:51:00,same_industry
2351,SZ000625,SH601633,2018-04-25 20:51:00,same_industry
5379,SZ000900,SH601211,2018-04-25 22:15:00,supply
5642,SH601211,SZ000900,2018-04-25 22:15:00,supply
6897,SZ002024,SH601828,2018-04-26 00:00:00,cooperate
3504,SH603658,SH601198,2018-04-26 00:00:00,same_industry
12301,SZ002230,SH601211,2018-04-26 00:00:00,be_reduced_holding
12398,SH601211,SZ002230,2018-04-26 00:00:00,be_reduced_holding
5900,SH601828,SZ002024,2018-04-26 00:00:00,cooperate
10452,SH601991,SH600011,2018-04-26 00:00:00,rise
4484,SH601995,SZ000651,2018-04-26 00:00:00,increase_holding
1230,SH601198,SH603658,2018-04-26 00:00:00,same_industry
4651,SZ000651,SH601995,2018-04-26 00:00:00,increase_holding
10879,SH600011,SH601991,2018-04-26 00:00:00,rise
3196,SZ300251,SZ002292,2018-04-26 08:13:00,same_industry
359,SZ002292,SZ300251,2018-04-26 08:13:00,same_industry
10550,SZ000651,SZ300104,2018-04-27 00:00:00,rise
5015,SH601318,SH600887,2018-04-27 00:00:00,increase_holding
8801,SH600887,SH600060,2018-04-27 00:00:00,fall
8549,SH600060,SH600887,2018-04-27 00:00:00,fall
10100,SZ300104,SZ000651,2018-04-27 00:00:00,rise
6977,SZ000001,SH600811,2018-04-27 00:00:00,cooperate
4641,SH601099,SZ002202,2018-04-27 00:00:00,increase_holding
4795,SZ002202,SH601099,2018-04-27 00:00:00,increase_holding
7692,SH600811,SZ000001,2018-04-27 00:00:00,cooperate
4804,SH600887,SH601318,2018-04-27 00:00:00,increase_holding
663,SH601728,SH600050,2018-04-27 10:35:00,same_industry
1542,SH600050,SH601728,2018-04-27 10:35:00,same_industry
11402,SZ000858,SH600779,2018-04-28 00:00:00,rise
9530,SH600779,SZ000858,2018-04-28 00:00:00,rise
8865,SZ000800,SZ000927,2018-04-28 00:00:00,fall
9077,SZ000927,SZ000800,2018-04-28 00:00:00,fall
4738,SH600109,SZ002352,2018-04-28 00:00:00,increase_holding
4864,SZ002352,SH600109,2018-04-28 00:00:00,increase_holding
8608,SZ000651,SH600887,2018-04-30 00:00:00,fall
8802,SH600887,SZ000651,2018-04-30 00:00:00,fall
9666,SH601066,SH600406,2018-05-01 00:00:00,rise
10794,SH600406,SH601066,2018-05-01 00:00:00,rise
5605,SH603806,SH601066,2018-05-01 00:00:00,supply
5014,SH601318,SH603259,2018-05-01 00:00:00,increase_holding
5195,SH601066,SH603806,2018-05-01 00:00:00,supply
4334,SH603259,SH601318,2018-05-01 00:00:00,increase_holding
6021,SZ002230,SH600804,2018-05-02 00:00:00,cooperate
6479,SH600804,SZ002230,2018-05-02 00:00:00,cooperate
4511,SH601939,SH601288,2018-05-02 00:00:00,increase_holding
11816,SZ002555,SZ002602,2018-05-02 00:00:00,reduce_holding
4824,SH601288,SH601939,2018-05-02 00:00:00,increase_holding
11767,SZ002602,SZ002555,2018-05-02 00:00:00,reduce_holding
4700,SZ000166,SH600018,2018-05-02 00:00:00,increase_holding
4475,SH600018,SZ000166,2018-05-02 00:00:00,increase_holding
997,SH600519,SZ000858,2018-05-03 00:00:00,same_industry
4886,SZ002555,SZ002602,2018-05-03 00:00:00,increase_holding
4757,SH600369,SH600519,2018-05-03 00:00:00,increase_holding
3806,SZ000858,SH600519,2018-05-03 00:00:00,same_industry
4421,SH600519,SH600369,2018-05-03 00:00:00,increase_holding
11977,SZ002602,SZ002555,2018-05-03 00:00:00,invest
4649,SZ002602,SZ002555,2018-05-03 00:00:00,increase_holding
12035,SZ002555,SZ002602,2018-05-03 00:00:00,invest
2265,SH600017,SH601298,2018-05-03 21:26:00,same_industry
2572,SH601298,SH600017,2018-05-03 21:26:00,same_industry
418,SH601236,SH600918,2018-05-03 21:47:00,same_industry
226,SH600918,SH601236,2018-05-03 21:47:00,same_industry
3707,SH601990,SZ002945,2018-05-03 21:47:00,same_industry
2152,SZ002945,SH601990,2018-05-03 21:47:00,same_industry
11474,SH600079,SH601162,2018-05-03 21:47:00,rise
9384,SH601162,SH600079,2018-05-03 21:47:00,rise
8026,SH601628,SH601688,2018-05-04 00:00:00,fall
11028,SH603882,SZ300677,2018-05-04 00:00:00,rise
4710,SZ000166,SH601229,2018-05-04 00:00:00,increase_holding
11512,SZ300677,SH603882,2018-05-04 00:00:00,rise
4803,SH600887,SZ000686,2018-05-04 00:00:00,increase_holding
9061,SH601688,SH601628,2018-05-04 00:00:00,fall
4619,SH601229,SZ000166,2018-05-04 00:00:00,increase_holding
4585,SZ000686,SH600887,2018-05-04 00:00:00,increase_holding
3706,SH601990,SH603259,2018-05-06 00:00:00,same_industry
627,SH603259,SH601990,2018-05-06 00:00:00,same_industry
579,SZ000568,SH600705,2018-05-08 00:00:00,same_industry
3384,SH600705,SZ000568,2018-05-08 00:00:00,same_industry
4560,SH601108,SZ300347,2018-05-08 00:00:00,increase_holding
4573,SZ300347,SH601108,2018-05-08 00:00:00,increase_holding
12181,SZ000063,SH600309,2018-05-09 00:00:00,be_increased_holding
616,SH603259,SZ300676,2018-05-09 00:00:00,same_industry
5979,SH600000,SH603259,2018-05-09 00:00:00,cooperate
4557,SH601108,SH600104,2018-05-09 00:00:00,increase_holding
18,SZ300676,SH603259,2018-05-09 00:00:00,same_industry
12165,SH600309,SZ000063,2018-05-09 00:00:00,be_increased_holding
9536,SH603259,SH600276,2018-05-09 00:00:00,rise
5372,SH601519,SH600845,2018-05-09 00:00:00,supply
4322,SH600104,SH601108,2018-05-09 00:00:00,increase_holding
7852,SZ300676,SH603259,2018-05-09 00:00:00,compete
12695,SZ000063,SH600309,2018-05-09 00:00:00,be_invested
5356,SH600845,SH601519,2018-05-09 00:00:00,supply
9266,SH600276,SH603259,2018-05-09 00:00:00,rise
7856,SH603259,SZ300676,2018-05-09 00:00:00,compete
12690,SH600309,SZ000063,2018-05-09 00:00:00,be_invested
5994,SH603259,SH600000,2018-05-09 00:00:00,cooperate
4734,SH601555,SH600276,2018-05-10 00:00:00,increase_holding
8347,SZ300661,SZ002371,2018-05-10 00:00:00,fall
5039,SH600029,SZ000776,2018-05-10 00:00:00,increase_holding
8346,SZ002371,SZ300661,2018-05-10 00:00:00,fall
11930,SH600745,SH600239,2018-05-10 00:00:00,invest
12077,SH600239,SH600745,2018-05-10 00:00:00,invest
4321,SH600104,SZ002736,2018-05-10 00:00:00,increase_holding
4235,SZ002736,SH600104,2018-05-10 00:00:00,increase_holding
4606,SZ000776,SH600029,2018-05-10 00:00:00,increase_holding
4211,SH600276,SH601555,2018-05-10 00:00:00,increase_holding
456,SH601088,SH600660,2018-05-10 23:19:00,same_industry
3525,SH600660,SH601088,2018-05-10 23:19:00,same_industry
3530,SZ300316,SH601901,2018-05-11 00:00:00,same_industry
581,SZ000568,SZ002304,2018-05-11 00:00:00,same_industry
636,SZ002304,SZ000568,2018-05-11 00:00:00,same_industry
700,SH601901,SZ300316,2018-05-11 00:00:00,same_industry
2471,SZ000783,SH600011,2018-05-13 00:00:00,same_industry
2994,SH600011,SZ000783,2018-05-13 00:00:00,same_industry
4800,SH600011,SZ000783,2018-05-14 00:00:00,increase_holding
372,SZ000961,SZ000963,2018-05-14 00:00:00,same_industry
11595,SH600029,SH600115,2018-05-14 00:00:00,rise
4077,SH600066,SH600104,2018-05-14 00:00:00,same_industry
552,SH600104,SH600066,2018-05-14 00:00:00,same_industry
4062,SZ000963,SZ000961,2018-05-14 00:00:00,same_industry
7677,SZ002236,SZ002468,2018-05-14 00:00:00,cooperate
10364,SH600115,SH600029,2018-05-14 00:00:00,rise
4690,SZ000783,SH600011,2018-05-14 00:00:00,increase_holding
6104,SZ002468,SZ002236,2018-05-14 00:00:00,cooperate
1889,SZ002594,SZ000063,2018-05-15 00:00:00,same_industry
10395,SZ000425,SH601727,2018-05-15 00:00:00,rise
2054,SZ000063,SZ002594,2018-05-15 00:00:00,same_industry
2525,SZ000166,SH600999,2018-05-15 00:00:00,same_industry
9624,SH601336,SH600436,2018-05-15 00:00:00,rise
11618,SH601727,SZ000425,2018-05-15 00:00:00,rise
10765,SH600436,SH601336,2018-05-15 00:00:00,rise
141,SH600999,SZ000166,2018-05-15 00:00:00,same_industry
4320,SH603260,SZ000166,2018-05-17 00:00:00,increase_holding
4146,SH601138,SZ000166,2018-05-17 00:00:00,same_industry
2519,SZ000166,SH601138,2018-05-17 00:00:00,same_industry
4712,SZ000166,SH603260,2018-05-17 00:00:00,increase_holding
5334,SZ300085,SH601288,2018-05-18 00:00:00,supply
1893,SZ002594,SZ300433,2018-05-18 00:00:00,same_industry
7853,SZ300433,SZ002594,2018-05-18 00:00:00,compete
8670,SZ000166,SZ000562,2018-05-18 00:00:00,fall
7868,SZ002594,SZ300433,2018-05-18 00:00:00,compete
8711,SZ000562,SZ000166,2018-05-18 00:00:00,fall
442,SZ300433,SZ002594,2018-05-18 00:00:00,same_industry
5568,SH601288,SZ300085,2018-05-18 00:00:00,supply
4474,SH600018,SH601229,2018-05-20 00:00:00,increase_holding
11726,SH600018,SH601229,2018-05-20 00:00:00,reduce_holding
11756,SH601229,SH600018,2018-05-20 00:00:00,reduce_holding
12319,SH600018,SH601229,2018-05-20 00:00:00,be_reduced_holding
12347,SH601229,SH600018,2018-05-20 00:00:00,be_reduced_holding
4616,SH601229,SH600018,2018-05-20 00:00:00,increase_holding
2158,SH601099,SH600705,2018-05-21 00:00:00,same_industry
4561,SH601108,SZ002092,2018-05-21 00:00:00,increase_holding
12002,SH688036,SZ300058,2018-05-21 00:00:00,invest
10673,SZ000166,SH601138,2018-05-21 00:00:00,rise
7281,SZ300274,SH600021,2018-05-21 00:00:00,cooperate
4707,SZ000166,SZ002202,2018-05-21 00:00:00,increase_holding
11631,SH601138,SZ000166,2018-05-21 00:00:00,rise
