,e1,e2,r
9037,SH600887,SZ000860,SW_industry
9038,SH600887,SH600779,SW_industry
9039,SH600887,SZ000568,SW_industry
9040,SH600887,SZ000596,SW_industry
9041,SH600887,SZ000858,SW_industry
9042,SH600219,SZ000970,SW_industry
9043,SH600219,SZ000969,SW_industry
9044,SH600219,SZ000831,SW_industry
9045,SH600219,SH600111,SW_industry
9046,SH600219,SH600259,SW_industry
9047,SH600219,SH600456,SW_industry
9048,SH600219,SZ000960,SW_industry
9049,SH600219,SH601958,SW_industry
9050,SH600219,SH603993,SW_industry
9051,SH600219,SZ002378,SW_industry
9052,SH600219,SH600549,SW_industry
9053,SH600219,SH601212,SW_industry
9054,SH600219,SZ002155,SW_industry
9055,SH600219,SH600489,SW_industry
9056,SH600219,SH600547,SW_industry
9057,SH600219,SZ002466,SW_industry
9058,SH600219,SZ002460,SW_industry
9059,SH600219,SH603799,SW_industry
9060,SZ002739,SH601098,SW_industry
9061,SZ002739,SH601928,SW_industry
9062,SZ002739,SZ000793,SW_industry
9063,SZ002739,SH600373,SW_industry
9064,SZ002739,SH601801,SW_industry
9065,SZ002739,SH600088,SW_industry
9066,SZ002739,SZ002400,SW_industry
9067,SZ002739,SZ002131,SW_industry
9068,SZ002739,SZ300058,SW_industry
9069,SZ002739,SZ002027,SW_industry
9070,SZ002739,SZ002624,SW_industry
9071,SZ002739,SZ300002,SW_industry
9072,SZ002739,SZ002174,SW_industry
9073,SZ002739,SZ002602,SW_industry
9074,SZ002739,SH600633,SW_industry
9075,SZ002739,SZ002555,SW_industry
9076,SZ002739,SZ002558,SW_industry
9077,SZ002739,SZ300315,SW_industry
9078,SZ002739,SZ300413,SW_industry
9079,SZ002739,SH603000,SW_industry
9080,SZ002739,SH600037,SW_industry
9081,SZ002739,SZ000917,SW_industry
9082,SZ002739,SH600959,SW_industry
9083,SZ002739,SH601929,SW_industry
9084,SZ002739,SZ000156,SW_industry
9085,SH600498,SH600050,SW_industry
9086,SH600498,SH600804,SW_industry
9087,SH600635,SH600642,SW_industry
9088,SH600635,SH600578,SW_industry
9089,SH600635,SH600027,SW_industry
9090,SH600635,SH600795,SW_industry
9091,SH600635,SH600098,SW_industry
9092,SH600635,SH600023,SW_industry
9093,SH600635,SZ000543,SW_industry
9094,SH600635,SH601991,SW_industry
9095,SH600635,SZ000767,SW_industry
9096,SH600635,SZ000027,SW_industry
9097,SH600635,SH600863,SW_industry
9098,SH600635,SZ002608,SW_industry
9099,SH600635,SZ000539,SW_industry
9100,SH600635,SZ000690,SW_industry
9101,SH600635,SH600021,SW_industry
9102,SH600635,SH600236,SW_industry
9103,SH600635,SH600900,SW_industry
9104,SH600635,SH600868,SW_industry
9105,SH600635,SH600674,SW_industry
9106,SH600635,SH600886,SW_industry
9107,SH600635,SH600025,SW_industry
9108,SH600635,SZ003816,SW_industry
9109,SH600635,SH601985,SW_industry
9110,SH600635,SZ000883,SW_industry
9111,SZ300558,SZ300122,SW_industry
9112,SZ300558,SZ300142,SW_industry
9113,SZ300558,SZ300601,SW_industry
9114,SZ300558,SH600739,SW_industry
9115,SZ300558,SZ002038,SW_industry
9116,SZ300558,SH600682,SW_industry
9117,SZ300558,SZ000661,SW_industry
9118,SZ300558,SH600867,SW_industry
9119,SZ300558,SZ002007,SW_industry
9120,SZ300558,SH600161,SW_industry
9121,SZ300558,SZ002252,SW_industry
9122,SZ300558,SH603939,SW_industry
9123,SZ300558,SH603233,SW_industry
9124,SZ300558,SZ002411,SW_industry
9125,SZ300558,SZ300760,SW_industry
9126,SZ300558,SH603658,SW_industry
9127,SZ300558,SZ300676,SW_industry
9128,SZ300558,SZ300595,SW_industry
9129,SZ300558,SZ300529,SW_industry
9130,SZ300558,SZ300677,SW_industry
9131,SZ300558,SZ300003,SW_industry
9132,SZ300558,SH600535,SW_industry
9133,SZ300558,SZ002603,SW_industry
9134,SZ300558,SH603858,SW_industry
9135,SZ300558,SZ000999,SW_industry
9136,SZ300558,SZ002275,SW_industry
9137,SZ300558,SH600566,SW_industry
9138,SZ300558,SH600332,SW_industry
9139,SZ300558,SZ002424,SW_industry
9140,SZ300558,SH600085,SW_industry
9141,SZ300558,SZ000538,SW_industry
9142,SZ300558,SZ000423,SW_industry
9143,SZ300558,SH600518,SW_industry
9144,SZ300558,SH600436,SW_industry
9145,SZ300558,SH600252,SW_industry
9146,SZ300558,SH603882,SW_industry
9147,SZ300558,SZ002044,SW_industry
9148,SZ300558,SH600763,SW_industry
9149,SZ300558,SZ300015,SW_industry
9150,SZ300558,SZ300347,SW_industry
9151,SZ300558,SH603259,SW_industry
9152,SZ300558,SZ002821,SW_industry
9153,SZ300558,SZ300759,SW_industry
9154,SH600808,SH600117,SW_industry
9155,SH600808,SZ000825,SW_industry
9156,SH600808,SZ000708,SW_industry
9157,SH600808,SH600516,SW_industry
9158,SH600808,SZ000629,SW_industry
9159,SH600808,SH601969,SW_industry
9160,SZ000807,SZ000970,SW_industry
9161,SZ000807,SZ000969,SW_industry
9162,SZ000807,SZ000831,SW_industry
9163,SZ000807,SH600111,SW_industry
9164,SZ000807,SH600259,SW_industry
9165,SZ000807,SH600456,SW_industry
9166,SZ000807,SZ000960,SW_industry
9167,SZ000807,SH601958,SW_industry
9168,SZ000807,SH603993,SW_industry
9169,SZ000807,SZ002378,SW_industry
9170,SZ000807,SH600549,SW_industry
9171,SZ000807,SH601212,SW_industry
9172,SZ000807,SZ002155,SW_industry
9173,SZ000807,SH600489,SW_industry
9174,SZ000807,SH600547,SW_industry
9175,SZ000807,SZ002466,SW_industry
9176,SZ000807,SZ002460,SW_industry
9177,SZ000807,SH603799,SW_industry
9178,SH600332,SZ300122,SW_industry
9179,SH600332,SZ300142,SW_industry
9180,SH600332,SZ300601,SW_industry
9181,SH600332,SH600739,SW_industry
9182,SH600332,SZ002038,SW_industry
9183,SH600332,SH600682,SW_industry
9184,SH600332,SZ000661,SW_industry
9185,SH600332,SH600867,SW_industry
9186,SH600332,SZ002007,SW_industry
9187,SH600332,SH600161,SW_industry
9188,SH600332,SZ002252,SW_industry
9189,SH600332,SH600216,SW_industry
9190,SH600332,SZ002399,SW_industry
9191,SH600332,SZ002001,SW_industry
9192,SH600332,SH600267,SW_industry
9193,SH600332,SH600812,SW_industry
9194,SH600332,SH600276,SW_industry
9195,SH600332,SZ002422,SW_industry
9196,SH600332,SH600196,SW_industry
9197,SH600332,SH600079,SW_industry
9198,SH600332,SZ002773,SW_industry
9199,SH600332,SH600851,SW_industry
9200,SH600332,SZ002653,SW_industry
9201,SH600332,SZ002294,SW_industry
9202,SH600332,SH600380,SW_industry
9203,SH600332,SZ300558,SW_industry
9204,SH600332,SZ000623,SW_industry
9205,SH600332,SH600521,SW_industry
9206,SH600332,SZ000963,SW_industry
9207,SH600332,SH600062,SW_industry
9208,SH600332,SH600664,SW_industry
9209,SH600332,SH603939,SW_industry
9210,SH600332,SH603233,SW_industry
9211,SH600332,SZ002411,SW_industry
9212,SH600332,SZ300760,SW_industry
9213,SH600332,SH603658,SW_industry
9214,SH600332,SZ300676,SW_industry
9215,SH600332,SZ300595,SW_industry
9216,SH600332,SZ300529,SW_industry
9217,SH600332,SZ300677,SW_industry
9218,SH600332,SZ300003,SW_industry
9219,SH600332,SH603882,SW_industry
9220,SH600332,SZ002044,SW_industry
9221,SH600332,SH600763,SW_industry
9222,SH600332,SZ300015,SW_industry
9223,SH600332,SZ300347,SW_industry
9224,SH600332,SH603259,SW_industry
9225,SH600332,SZ002821,SW_industry
9226,SH600332,SZ300759,SW_industry
9227,SH600900,SH600635,SW_industry
9228,SH600900,SH601139,SW_industry
9229,SH600377,SH600428,SW_industry
9230,SH600377,SH601919,SW_industry
9231,SH600377,SH601872,SW_industry
9232,SH600377,SH601866,SW_industry
9233,SH600377,SH600026,SW_industry
9234,SH600377,SZ002183,SW_industry
9235,SH600377,SZ002010,SW_industry
9236,SH600377,SH600153,SW_industry
9237,SH600377,SH600704,SW_industry
9238,SH600377,SZ002468,SW_industry
9239,SH600377,SZ002120,SW_industry
9240,SH600377,SH600233,SW_industry
9241,SH600377,SZ002352,SW_industry
9242,SH600377,SH600787,SW_industry
9243,SH600377,SH600029,SW_industry
9244,SH600377,SH603885,SW_industry
9245,SH600377,SH601111,SW_industry
9246,SH600377,SH600221,SW_industry
9247,SH600377,SH601021,SW_industry
9248,SH600377,SH600115,SW_industry
9249,SH600377,SH600004,SW_industry
9250,SH600377,SZ000089,SW_industry
9251,SH600377,SH600009,SW_industry
9252,SH601288,SH601169,SW_industry
9253,SH601288,SH601009,SW_industry
9254,SH601288,SH600919,SW_industry
9255,SH601288,SZ002142,SW_industry
9256,SH601288,SH601997,SW_industry
9257,SH601288,SH601229,SW_industry
9258,SH601288,SH600926,SW_industry
9259,SH601288,SH601577,SW_industry
9260,SH601288,SH601838,SW_industry
9261,SH601288,SH600928,SW_industry
9262,SH601288,SH600000,SW_industry
9263,SH601288,SH600016,SW_industry
9264,SH601288,SH600036,SW_industry
9265,SH601288,SH601166,SW_industry
9266,SH601288,SH601818,SW_industry
9267,SH601288,SH600015,SW_industry
9268,SH601288,SH601998,SW_industry
9269,SH601288,SH601916,SW_industry
9270,SH601288,SZ000001,SW_industry
9271,SH601288,SZ002839,SW_industry
9272,SH601288,SH601077,SW_industry
9273,SH601288,SZ002958,SW_industry
9274,SZ002142,SH600000,SW_industry
9275,SZ002142,SH600016,SW_industry
9276,SZ002142,SH600036,SW_industry
9277,SZ002142,SH601166,SW_industry
9278,SZ002142,SH601818,SW_industry
9279,SZ002142,SH600015,SW_industry
9280,SZ002142,SH601998,SW_industry
9281,SZ002142,SH601916,SW_industry
9282,SZ002142,SZ000001,SW_industry
9283,SZ002142,SZ002839,SW_industry
9284,SZ002142,SH601077,SW_industry
9285,SZ002142,SZ002958,SW_industry
9286,SZ002142,SH601398,SW_industry
9287,SZ002142,SH601288,SW_industry
9288,SZ002142,SH601328,SW_industry
9289,SH601878,SH601336,SW_industry
9290,SH601878,SH601601,SW_industry
9291,SH601878,SH601318,SW_industry
9292,SH601878,SZ000627,SW_industry
9293,SH601878,SH601319,SW_industry
9294,SH601878,SH601628,SW_industry
9295,SH601878,SH600643,SW_industry
9296,SH601878,SH600390,SW_industry
9297,SH601878,SH600705,SW_industry
9298,SH601878,SH600061,SW_industry
9299,SH601878,SH600816,SW_industry
9300,SH601878,SZ000415,SW_industry
9301,SZ002624,SH601098,SW_industry
9302,SZ002624,SH601928,SW_industry
9303,SZ002624,SZ000793,SW_industry
9304,SZ002624,SH600373,SW_industry
9305,SZ002624,SH601801,SW_industry
9306,SZ002624,SZ300251,SW_industry
9307,SZ002624,SZ300133,SW_industry
9308,SZ002624,SZ300182,SW_industry
9309,SZ002624,SZ300027,SW_industry
9310,SZ002624,SZ002292,SW_industry
9311,SZ002624,SH600977,SW_industry
9312,SZ002624,SZ002739,SW_industry
9313,SZ002624,SH600088,SW_industry
9314,SZ002624,SZ002400,SW_industry
9315,SZ002624,SZ002131,SW_industry
9316,SZ002624,SZ300058,SW_industry
9317,SZ002624,SZ002027,SW_industry
9318,SZ002624,SZ300413,SW_industry
9319,SZ002624,SH603000,SW_industry
9320,SZ002624,SH600037,SW_industry
9321,SZ002624,SZ000917,SW_industry
9322,SZ002624,SH600959,SW_industry
9323,SZ002624,SH601929,SW_industry
9324,SZ002624,SZ000156,SW_industry
9325,SH600446,SZ300085,SW_industry
9326,SH600446,SZ002405,SW_industry
9327,SH600446,SH600570,SW_industry
9328,SH600446,SZ002410,SW_industry
9329,SH600446,SH601519,SW_industry
9330,SH600446,SZ300033,SW_industry
9331,SH600446,SZ002153,SW_industry
9332,SH600446,SH600654,SW_industry
9333,SH600446,SZ000503,SW_industry
9334,SH600446,SZ300454,SW_industry
9335,SH600446,SH688111,SW_industry
9336,SH600446,SZ002230,SW_industry
9337,SH600446,SH600588,SW_industry
9338,SH600446,SZ002236,SW_industry
9339,SH600446,SZ002415,SW_industry
9340,SH600446,SZ000066,SW_industry
9341,SH600446,SH603019,SW_industry
9342,SH600446,SZ002152,SW_industry
9343,SH600446,SZ000977,SW_industry
9344,SH600446,SH600100,SW_industry
9345,SH600380,SZ300122,SW_industry
9346,SH600380,SZ300142,SW_industry
9347,SH600380,SZ300601,SW_industry
9348,SH600380,SH600739,SW_industry
9349,SH600380,SZ002038,SW_industry
9350,SH600380,SH600682,SW_industry
9351,SH600380,SZ000661,SW_industry
9352,SH600380,SH600867,SW_industry
9353,SH600380,SZ002007,SW_industry
9354,SH600380,SH600161,SW_industry
9355,SH600380,SZ002252,SW_industry
9356,SH600380,SH603939,SW_industry
9357,SH600380,SH603233,SW_industry
9358,SH600380,SZ002411,SW_industry
9359,SH600380,SZ300760,SW_industry
9360,SH600380,SH603658,SW_industry
9361,SH600380,SZ300676,SW_industry
9362,SH600380,SZ300595,SW_industry
9363,SH600380,SZ300529,SW_industry
9364,SH600380,SZ300677,SW_industry
9365,SH600380,SZ300003,SW_industry
9366,SH600380,SH600535,SW_industry
9367,SH600380,SZ002603,SW_industry
9368,SH600380,SH603858,SW_industry
9369,SH600380,SZ000999,SW_industry
9370,SH600380,SZ002275,SW_industry
9371,SH600380,SH600566,SW_industry
9372,SH600380,SH600332,SW_industry
9373,SH600380,SZ002424,SW_industry
9374,SH600380,SH600085,SW_industry
9375,SH600380,SZ000538,SW_industry
9376,SH600380,SZ000423,SW_industry
9377,SH600380,SH600518,SW_industry
9378,SH600380,SH600436,SW_industry
9379,SH600380,SH600252,SW_industry
9380,SH600380,SH603882,SW_industry
9381,SH600380,SZ002044,SW_industry
9382,SH600380,SH600763,SW_industry
9383,SH600380,SZ300015,SW_industry
9384,SH600380,SZ300347,SW_industry
9385,SH600380,SH603259,SW_industry
9386,SH600380,SZ002821,SW_industry
9387,SH600380,SZ300759,SW_industry
9388,SH600210,SH603833,SW_industry
9389,SH600210,SZ002572,SW_industry
9390,SH600210,SH603899,SW_industry
9391,SH600210,SZ000488,SW_industry
9392,SH600210,SH600308,SW_industry
9393,SZ300251,SH601098,SW_industry
9394,SZ300251,SH601928,SW_industry
9395,SZ300251,SZ000793,SW_industry
9396,SZ300251,SH600373,SW_industry
9397,SZ300251,SH601801,SW_industry
9398,SZ300251,SH600088,SW_industry
9399,SZ300251,SZ002400,SW_industry
9400,SZ300251,SZ002131,SW_industry
9401,SZ300251,SZ300058,SW_industry
9402,SZ300251,SZ002027,SW_industry
9403,SZ300251,SZ002624,SW_industry
9404,SZ300251,SZ300002,SW_industry
9405,SZ300251,SZ002174,SW_industry
9406,SZ300251,SZ002602,SW_industry
9407,SZ300251,SH600633,SW_industry
9408,SZ300251,SZ002555,SW_industry
9409,SZ300251,SZ002558,SW_industry
9410,SZ300251,SZ300315,SW_industry
9411,SZ300251,SZ300413,SW_industry
9412,SZ300251,SH603000,SW_industry
9413,SZ300251,SH600037,SW_industry
9414,SZ300251,SZ000917,SW_industry
9415,SZ300251,SH600959,SW_industry
9416,SZ300251,SH601929,SW_industry
9417,SZ300251,SZ000156,SW_industry
9418,SH600548,SH600428,SW_industry
9419,SH600548,SH601919,SW_industry
9420,SH600548,SH601872,SW_industry
9421,SH600548,SH601866,SW_industry
9422,SH600548,SH600026,SW_industry
9423,SH600548,SZ002183,SW_industry
9424,SH600548,SZ002010,SW_industry
9425,SH600548,SH600153,SW_industry
9426,SH600548,SH600704,SW_industry
9427,SH600548,SZ002468,SW_industry
9428,SH600548,SZ002120,SW_industry
9429,SH600548,SH600233,SW_industry
9430,SH600548,SZ002352,SW_industry
9431,SH600548,SH600787,SW_industry
9432,SH600548,SH600029,SW_industry
9433,SH600548,SH603885,SW_industry
9434,SH600548,SH601111,SW_industry
9435,SH600548,SH600221,SW_industry
9436,SH600548,SH601021,SW_industry
9437,SH600548,SH600115,SW_industry
9438,SH600548,SH600004,SW_industry
9439,SH600548,SZ000089,SW_industry
9440,SH600548,SH600009,SW_industry
9441,SZ300033,SZ002236,SW_industry
9442,SZ300033,SZ002415,SW_industry
9443,SZ300033,SZ000066,SW_industry
9444,SZ300033,SH603019,SW_industry
9445,SZ300033,SZ002152,SW_industry
9446,SZ300033,SZ000977,SW_industry
9447,SZ300033,SH600100,SW_industry
9448,SZ300033,SZ002195,SW_industry
9449,SZ300033,SZ000938,SW_industry
9450,SZ300033,SZ002065,SW_industry
9451,SZ300033,SZ000555,SW_industry
9452,SZ300033,SH600718,SW_industry
9453,SZ300033,SZ300496,SW_industry
9454,SZ300033,SH600271,SW_industry
9455,SZ300033,SH600845,SW_industry
9456,SZ300033,SH600797,SW_industry
9457,SZ300033,SH600446,SW_industry
9458,SZ300033,SZ300168,SW_industry
9459,SZ300033,SZ300017,SW_industry
9460,SZ000408,SZ002064,SW_industry
9461,SZ000408,SH603260,SW_industry
9462,SZ000408,SH600500,SW_industry
9463,SZ000408,SH600352,SW_industry
9464,SZ000408,SH600160,SW_industry
9465,SZ000408,SH600299,SW_industry
9466,SZ000408,SH600596,SW_industry
9467,SZ000408,SH600309,SW_industry
9468,SZ000408,SH600426,SW_industry
9469,SZ000408,SH600989,SW_industry
9470,SZ000408,SZ000822,SW_industry
9471,SZ000408,SZ002601,SW_industry
9472,SZ000408,SH601216,SW_industry
9473,SZ000408,SZ002092,SW_industry
9474,SZ000408,SH600277,SW_industry
9475,SZ000408,SH600143,SW_industry
9476,SH601888,SZ002416,SW_industry
9477,SH601888,SZ000829,SW_industry
9478,SH601888,SZ002024,SW_industry
9479,SH601888,SH600859,SW_industry
9480,SH601888,SH601933,SW_industry
9481,SH601888,SH600415,SW_industry
9482,SH601888,SH600655,SW_industry
9483,SH601888,SZ002344,SW_industry
9484,SH601888,SH600694,SW_industry
9485,SH601888,SH600058,SW_industry
9486,SH600220,SH600398,SW_industry
9487,SH600220,SH600177,SW_industry
9488,SH600220,SZ002269,SW_industry
9489,SH600220,SH601566,SW_industry
9490,SH600220,SH601718,SW_industry
9491,SZ300751,SH601877,SW_industry
9492,SZ300751,SZ002498,SW_industry
9493,SZ300751,SH600089,SW_industry
9494,SZ300751,SZ002028,SW_industry
9495,SZ300751,SH601179,SW_industry
9496,SZ300751,SH600550,SW_industry
9497,SZ300751,SH600517,SW_industry
9498,SZ300751,SH600312,SW_industry
9499,SZ300751,SH600406,SW_industry
9500,SZ300751,SZ000682,SW_industry
9501,SZ300751,SZ000400,SW_industry
9502,SZ300751,SH601727,SW_industry
9503,SZ300751,SH600875,SW_industry
9504,SZ300751,SZ002202,SW_industry
9505,SZ300751,SZ300014,SW_industry
9506,SZ300751,SZ300750,SW_industry
9507,SZ300751,SZ300207,SW_industry
9508,SZ300751,SZ002074,SW_industry
9509,SZ300751,SH603659,SW_industry
9510,SZ300751,SZ002709,SW_industry
9511,SZ300751,SZ000009,SW_industry
9512,SZ300751,SZ002812,SW_industry
9513,SZ300751,SH688005,SW_industry
9514,SZ300751,SZ300450,SW_industry
9515,SZ002183,SH600428,SW_industry
9516,SZ002183,SH601919,SW_industry
9517,SZ002183,SH601872,SW_industry
9518,SZ002183,SH601866,SW_industry
9519,SZ002183,SH600026,SW_industry
9520,SZ002183,SH600029,SW_industry
9521,SZ002183,SH603885,SW_industry
9522,SZ002183,SH601111,SW_industry
9523,SZ002183,SH600221,SW_industry
9524,SZ002183,SH601021,SW_industry
9525,SZ002183,SH600115,SW_industry
9526,SZ002183,SH600004,SW_industry
9527,SZ002183,SZ000089,SW_industry
9528,SZ002183,SH600009,SW_industry
9529,SZ002183,SH600611,SW_industry
9530,SZ002183,SH600269,SW_industry
9531,SZ002183,SH600350,SW_industry
9532,SZ002183,SZ000755,SW_industry
9533,SZ002183,SH600020,SW_industry
9534,SZ002183,SZ000088,SW_industry
9535,SZ002183,SH601107,SW_industry
9536,SZ002183,SH600377,SW_industry
9537,SZ002183,SZ000900,SW_industry
9538,SZ002183,SH600548,SW_industry
9539,SZ002183,SH600033,SW_industry
9540,SZ002183,SZ000828,SW_industry
9541,SZ002183,SZ001965,SW_industry
9542,SZ002183,SH600035,SW_industry
9543,SZ002183,SH601333,SW_industry
9544,SZ002183,SH601006,SW_industry
9545,SH600251,SH601118,SW_industry
9546,SH600251,SZ002069,SW_industry
9547,SH600251,SZ002311,SW_industry
9548,SH600251,SZ002299,SW_industry
9549,SH600251,SZ300498,SW_industry
9550,SH600251,SZ002157,SW_industry
9551,SH600251,SZ002714,SW_industry
9552,SZ000937,SZ000723,SW_industry
9553,SZ000937,SH600997,SW_industry
9554,SH600025,SH600635,SW_industry
9555,SH600025,SH601139,SW_industry
9556,SH601566,SH600220,SW_industry
9557,SH600508,SZ000723,SW_industry
9558,SH600508,SH600997,SW_industry
9559,SH603882,SZ300122,SW_industry
9560,SH603882,SZ300142,SW_industry
9561,SH603882,SZ300601,SW_industry
9562,SH603882,SH600739,SW_industry
9563,SH603882,SZ002038,SW_industry
9564,SH603882,SH600682,SW_industry
9565,SH603882,SZ000661,SW_industry
9566,SH603882,SH600867,SW_industry
9567,SH603882,SZ002007,SW_industry
9568,SH603882,SH600161,SW_industry
9569,SH603882,SZ002252,SW_industry
9570,SH603882,SH600216,SW_industry
9571,SH603882,SZ002399,SW_industry
9572,SH603882,SZ002001,SW_industry
9573,SH603882,SH600267,SW_industry
9574,SH603882,SH600812,SW_industry
9575,SH603882,SH600276,SW_industry
9576,SH603882,SZ002422,SW_industry
9577,SH603882,SH600196,SW_industry
9578,SH603882,SH600079,SW_industry
9579,SH603882,SZ002773,SW_industry
9580,SH603882,SH600851,SW_industry
9581,SH603882,SZ002653,SW_industry
9582,SH603882,SZ002294,SW_industry
9583,SH603882,SH600380,SW_industry
9584,SH603882,SZ300558,SW_industry
9585,SH603882,SZ000623,SW_industry
9586,SH603882,SH600521,SW_industry
9587,SH603882,SZ000963,SW_industry
9588,SH603882,SH600062,SW_industry
9589,SH603882,SH600664,SW_industry
9590,SH603882,SH603939,SW_industry
9591,SH603882,SH603233,SW_industry
9592,SH603882,SZ002411,SW_industry
9593,SH603882,SZ300760,SW_industry
9594,SH603882,SH603658,SW_industry
9595,SH603882,SZ300676,SW_industry
9596,SH603882,SZ300595,SW_industry
9597,SH603882,SZ300529,SW_industry
9598,SH603882,SZ300677,SW_industry
9599,SH603882,SZ300003,SW_industry
9600,SH603882,SH600535,SW_industry
9601,SH603882,SZ002603,SW_industry
9602,SH603882,SH603858,SW_industry
9603,SH603882,SZ000999,SW_industry
9604,SH603882,SZ002275,SW_industry
9605,SH603882,SH600566,SW_industry
9606,SH603882,SH600332,SW_industry
9607,SH603882,SZ002424,SW_industry
9608,SH603882,SH600085,SW_industry
9609,SH603882,SZ000538,SW_industry
9610,SH603882,SZ000423,SW_industry
9611,SH603882,SH600518,SW_industry
9612,SH603882,SH600436,SW_industry
9613,SH603882,SH600252,SW_industry
9614,SZ002411,SZ300122,SW_industry
9615,SZ002411,SZ300142,SW_industry
9616,SZ002411,SZ300601,SW_industry
9617,SZ002411,SH600739,SW_industry
9618,SZ002411,SZ002038,SW_industry
9619,SZ002411,SH600682,SW_industry
9620,SZ002411,SZ000661,SW_industry
9621,SZ002411,SH600867,SW_industry
9622,SZ002411,SZ002007,SW_industry
9623,SZ002411,SH600161,SW_industry
9624,SZ002411,SZ002252,SW_industry
9625,SZ002411,SH600216,SW_industry
9626,SZ002411,SZ002399,SW_industry
9627,SZ002411,SZ002001,SW_industry
9628,SZ002411,SH600267,SW_industry
9629,SZ002411,SH600812,SW_industry
9630,SZ002411,SH600276,SW_industry
9631,SZ002411,SZ002422,SW_industry
9632,SZ002411,SH600196,SW_industry
9633,SZ002411,SH600079,SW_industry
9634,SZ002411,SZ002773,SW_industry
9635,SZ002411,SH600851,SW_industry
9636,SZ002411,SZ002653,SW_industry
9637,SZ002411,SZ002294,SW_industry
9638,SZ002411,SH600380,SW_industry
9639,SZ002411,SZ300558,SW_industry
9640,SZ002411,SZ000623,SW_industry
9641,SZ002411,SH600521,SW_industry
9642,SZ002411,SZ000963,SW_industry
9643,SZ002411,SH600062,SW_industry
9644,SZ002411,SH600664,SW_industry
9645,SZ002411,SZ300760,SW_industry
9646,SZ002411,SH603658,SW_industry
9647,SZ002411,SZ300676,SW_industry
9648,SZ002411,SZ300595,SW_industry
9649,SZ002411,SZ300529,SW_industry
9650,SZ002411,SZ300677,SW_industry
9651,SZ002411,SZ300003,SW_industry
9652,SZ002411,SH600535,SW_industry
9653,SZ002411,SZ002603,SW_industry
9654,SZ002411,SH603858,SW_industry
9655,SZ002411,SZ000999,SW_industry
9656,SZ002411,SZ002275,SW_industry
9657,SZ002411,SH600566,SW_industry
9658,SZ002411,SH600332,SW_industry
9659,SZ002411,SZ002424,SW_industry
9660,SZ002411,SH600085,SW_industry
9661,SZ002411,SZ000538,SW_industry
9662,SZ002411,SZ000423,SW_industry
9663,SZ002411,SH600518,SW_industry
9664,SZ002411,SH600436,SW_industry
9665,SZ002411,SH600252,SW_industry
9666,SZ002411,SH603882,SW_industry
9667,SZ002411,SZ002044,SW_industry
9668,SZ002411,SH600763,SW_industry
9669,SZ002411,SZ300015,SW_industry
9670,SZ002411,SZ300347,SW_industry
9671,SZ002411,SH603259,SW_industry
9672,SZ002411,SZ002821,SW_industry
9673,SZ002411,SZ300759,SW_industry
9674,SH601168,SZ000970,SW_industry
9675,SH601168,SZ000969,SW_industry
9676,SH601168,SZ000831,SW_industry
9677,SH601168,SH600111,SW_industry
9678,SH601168,SH600259,SW_industry
9679,SH601168,SH600456,SW_industry
9680,SH601168,SZ000960,SW_industry
9681,SH601168,SH601958,SW_industry
9682,SH601168,SH603993,SW_industry
9683,SH601168,SZ002378,SW_industry
9684,SH601168,SH600549,SW_industry
9685,SH601168,SH601212,SW_industry
9686,SH601168,SZ002155,SW_industry
9687,SH601168,SH600489,SW_industry
9688,SH601168,SH600547,SW_industry
9689,SH601168,SZ002466,SW_industry
9690,SH601168,SZ002460,SW_industry
9691,SH601168,SH603799,SW_industry
9692,SH600183,SH600460,SW_industry
9693,SH600183,SH600584,SW_industry
9694,SH600183,SZ002049,SW_industry
9695,SH600183,SH688008,SW_industry
9696,SH600183,SZ300223,SW_industry
9697,SH600183,SH603986,SW_industry
9698,SH600183,SH603501,SW_industry
9699,SH600183,SZ002371,SW_industry
9700,SH600183,SH688012,SW_industry
9701,SH600183,SZ300661,SW_industry
9702,SH600183,SZ300782,SW_industry
9703,SH600183,SH603160,SW_industry
9704,SH600183,SH688036,SW_industry
9705,SH600183,SH600745,SW_industry
9706,SH600183,SZ000021,SW_industry
9707,SH600183,SZ002475,SW_industry
9708,SH600183,SZ002600,SW_industry
9709,SH600183,SZ002925,SW_industry
9710,SH600183,SH601231,SW_industry
9711,SH600183,SZ002241,SW_industry
9712,SH600183,SZ300433,SW_industry
9713,SH600183,SZ300136,SW_industry
9714,SH600183,SH601138,SW_industry
9715,SH600183,SZ000100,SW_industry
9716,SH600183,SZ002106,SW_industry
9717,SH600183,SH600666,SW_industry
9718,SH600183,SZ000725,SW_industry
9719,SH600183,SZ000413,SW_industry
9720,SH600183,SZ000536,SW_industry
9721,SH600183,SZ300296,SW_industry
9722,SH600183,SH600703,SW_industry
9723,SH600183,SZ002456,SW_industry
9724,SZ002027,SH601098,SW_industry
9725,SZ002027,SH601928,SW_industry
9726,SZ002027,SZ000793,SW_industry
9727,SZ002027,SH600373,SW_industry
9728,SZ002027,SH601801,SW_industry
9729,SZ002027,SZ300251,SW_industry
9730,SZ002027,SZ300133,SW_industry
9731,SZ002027,SZ300182,SW_industry
9732,SZ002027,SZ300027,SW_industry
9733,SZ002027,SZ002292,SW_industry
9734,SZ002027,SH600977,SW_industry
9735,SZ002027,SZ002739,SW_industry
9736,SZ002027,SZ002624,SW_industry
9737,SZ002027,SZ300002,SW_industry
9738,SZ002027,SZ002174,SW_industry
