,e1,e2,r
4786,SZ000629,SZ000959,SW_industry
4787,SZ000629,SH600808,SW_industry
4788,SZ000629,SH600282,SW_industry
4789,SZ000629,SZ000778,SW_industry
4790,SZ000629,SH600117,SW_industry
4791,SZ000629,SZ000825,SW_industry
4792,SZ000629,SZ000708,SW_industry
4793,SZ002007,SH600216,SW_industry
4794,SZ002007,SZ002399,SW_industry
4795,SZ002007,SZ002001,SW_industry
4796,SZ002007,SH600267,SW_industry
4797,SZ002007,SH600812,SW_industry
4798,SZ002007,SH600276,SW_industry
4799,SZ002007,SZ002422,SW_industry
4800,SZ002007,SH600196,SW_industry
4801,SZ002007,SH600079,SW_industry
4802,SZ002007,SZ002773,SW_industry
4803,SZ002007,SH600851,SW_industry
4804,SZ002007,SZ002653,SW_industry
4805,SZ002007,SZ002294,SW_industry
4806,SZ002007,SH600380,SW_industry
4807,SZ002007,SZ300558,SW_industry
4808,SZ002007,SZ000623,SW_industry
4809,SZ002007,SH600521,SW_industry
4810,SZ002007,SZ000963,SW_industry
4811,SZ002007,SH600062,SW_industry
4812,SZ002007,SH600664,SW_industry
4813,SZ002007,SH603939,SW_industry
4814,SZ002007,SH603233,SW_industry
4815,SZ002007,SZ002411,SW_industry
4816,SZ002007,SZ300760,SW_industry
4817,SZ002007,SH603658,SW_industry
4818,SZ002007,SZ300676,SW_industry
4819,SZ002007,SZ300595,SW_industry
4820,SZ002007,SZ300529,SW_industry
4821,SZ002007,SZ300677,SW_industry
4822,SZ002007,SZ300003,SW_industry
4823,SZ002007,SH600535,SW_industry
4824,SZ002007,SZ002603,SW_industry
4825,SZ002007,SH603858,SW_industry
4826,SZ002007,SZ000999,SW_industry
4827,SZ002007,SZ002275,SW_industry
4828,SZ002007,SH600566,SW_industry
4829,SZ002007,SH600332,SW_industry
4830,SZ002007,SZ002424,SW_industry
4831,SZ002007,SH600085,SW_industry
4832,SZ002007,SZ000538,SW_industry
4833,SZ002007,SZ000423,SW_industry
4834,SZ002007,SH600518,SW_industry
4835,SZ002007,SH600436,SW_industry
4836,SZ002007,SH600252,SW_industry
4837,SZ002007,SH603882,SW_industry
4838,SZ002007,SZ002044,SW_industry
4839,SZ002007,SH600763,SW_industry
4840,SZ002007,SZ300015,SW_industry
4841,SZ002007,SZ300347,SW_industry
4842,SZ002007,SH603259,SW_industry
4843,SZ002007,SZ002821,SW_industry
4844,SZ002007,SZ300759,SW_industry
4845,SH600745,SH600460,SW_industry
4846,SH600745,SH600584,SW_industry
4847,SH600745,SZ002049,SW_industry
4848,SH600745,SH688008,SW_industry
4849,SH600745,SZ300223,SW_industry
4850,SH600745,SH603986,SW_industry
4851,SH600745,SH603501,SW_industry
4852,SH600745,SZ002371,SW_industry
4853,SH600745,SH688012,SW_industry
4854,SH600745,SZ300661,SW_industry
4855,SH600745,SZ300782,SW_industry
4856,SH600745,SH603160,SW_industry
4857,SH600745,SZ000100,SW_industry
4858,SH600745,SZ002106,SW_industry
4859,SH600745,SH600666,SW_industry
4860,SH600745,SZ000725,SW_industry
4861,SH600745,SZ000413,SW_industry
4862,SH600745,SZ000536,SW_industry
4863,SH600745,SZ300296,SW_industry
4864,SH600745,SH600703,SW_industry
4865,SH600745,SZ002456,SW_industry
4866,SH600745,SZ002916,SW_industry
4867,SH600745,SZ002938,SW_industry
4868,SH600745,SH600183,SW_industry
4869,SH600745,SZ002384,SW_industry
4870,SH600745,SZ002463,SW_industry
4871,SH600745,SZ000636,SW_industry
4872,SH600745,SZ300408,SW_industry
4873,SH600373,SZ300251,SW_industry
4874,SH600373,SZ300133,SW_industry
4875,SH600373,SZ300182,SW_industry
4876,SH600373,SZ300027,SW_industry
4877,SH600373,SZ002292,SW_industry
4878,SH600373,SH600977,SW_industry
4879,SH600373,SZ002739,SW_industry
4880,SH600373,SH600088,SW_industry
4881,SH600373,SZ002400,SW_industry
4882,SH600373,SZ002131,SW_industry
4883,SH600373,SZ300058,SW_industry
4884,SH600373,SZ002027,SW_industry
4885,SH600373,SZ002624,SW_industry
4886,SH600373,SZ300002,SW_industry
4887,SH600373,SZ002174,SW_industry
4888,SH600373,SZ002602,SW_industry
4889,SH600373,SH600633,SW_industry
4890,SH600373,SZ002555,SW_industry
4891,SH600373,SZ002558,SW_industry
4892,SH600373,SZ300315,SW_industry
4893,SH600373,SZ300413,SW_industry
4894,SH600373,SH603000,SW_industry
4895,SH600373,SH600037,SW_industry
4896,SH600373,SZ000917,SW_industry
4897,SH600373,SH600959,SW_industry
4898,SH600373,SH601929,SW_industry
4899,SH600373,SZ000156,SW_industry
4900,SH601225,SZ000723,SW_industry
4901,SH601225,SH600997,SW_industry
4902,SZ002470,SZ002064,SW_industry
4903,SZ002470,SH603260,SW_industry
4904,SZ002470,SH600500,SW_industry
4905,SZ002470,SH600352,SW_industry
4906,SZ002470,SH600160,SW_industry
4907,SZ002470,SH600299,SW_industry
4908,SZ002470,SH600596,SW_industry
4909,SZ002470,SH600309,SW_industry
4910,SZ002470,SH600426,SW_industry
4911,SZ002470,SH600989,SW_industry
4912,SZ002470,SZ000822,SW_industry
4913,SZ002470,SZ002601,SW_industry
4914,SZ002470,SH601216,SW_industry
4915,SZ002470,SZ002092,SW_industry
4916,SZ002470,SH600277,SW_industry
4917,SZ002470,SH600143,SW_industry
4918,SH600026,SZ002183,SW_industry
4919,SH600026,SZ002010,SW_industry
4920,SH600026,SH600153,SW_industry
4921,SH600026,SH600704,SW_industry
4922,SH600026,SZ002468,SW_industry
4923,SH600026,SZ002120,SW_industry
4924,SH600026,SH600233,SW_industry
4925,SH600026,SZ002352,SW_industry
4926,SH600026,SH600787,SW_industry
4927,SH600026,SH600029,SW_industry
4928,SH600026,SH603885,SW_industry
4929,SH600026,SH601111,SW_industry
4930,SH600026,SH600221,SW_industry
4931,SH600026,SH601021,SW_industry
4932,SH600026,SH600115,SW_industry
4933,SH600026,SH600004,SW_industry
4934,SH600026,SZ000089,SW_industry
4935,SH600026,SH600009,SW_industry
4936,SH600026,SH600611,SW_industry
4937,SH600026,SH600269,SW_industry
4938,SH600026,SH600350,SW_industry
4939,SH600026,SZ000755,SW_industry
4940,SH600026,SH600020,SW_industry
4941,SH600026,SZ000088,SW_industry
4942,SH600026,SH601107,SW_industry
4943,SH600026,SH600377,SW_industry
4944,SH600026,SZ000900,SW_industry
4945,SH600026,SH600548,SW_industry
4946,SH600026,SH600033,SW_industry
4947,SH600026,SZ000828,SW_industry
4948,SH600026,SZ001965,SW_industry
4949,SH600026,SH600035,SW_industry
4950,SH600026,SH601333,SW_industry
4951,SH600026,SH601006,SW_industry
4952,SZ002839,SH601169,SW_industry
4953,SZ002839,SH601009,SW_industry
4954,SZ002839,SH600919,SW_industry
4955,SZ002839,SZ002142,SW_industry
4956,SZ002839,SH601997,SW_industry
4957,SZ002839,SH601229,SW_industry
4958,SZ002839,SH600926,SW_industry
4959,SZ002839,SH601577,SW_industry
4960,SZ002839,SH601838,SW_industry
4961,SZ002839,SH600928,SW_industry
4962,SZ002839,SH600000,SW_industry
4963,SZ002839,SH600016,SW_industry
4964,SZ002839,SH600036,SW_industry
4965,SZ002839,SH601166,SW_industry
4966,SZ002839,SH601818,SW_industry
4967,SZ002839,SH600015,SW_industry
4968,SZ002839,SH601998,SW_industry
4969,SZ002839,SH601916,SW_industry
4970,SZ002839,SZ000001,SW_industry
4971,SZ002839,SH601398,SW_industry
4972,SZ002839,SH601288,SW_industry
4973,SZ002839,SH601328,SW_industry
4974,SZ002092,SZ002064,SW_industry
4975,SZ002092,SH603260,SW_industry
4976,SZ002092,SH600500,SW_industry
4977,SZ002092,SH600352,SW_industry
4978,SZ002092,SH600160,SW_industry
4979,SZ002092,SH600299,SW_industry
4980,SZ002092,SH600596,SW_industry
4981,SZ002092,SH600309,SW_industry
4982,SZ002092,SZ000553,SW_industry
4983,SZ002092,SZ000408,SW_industry
4984,SZ002092,SZ000792,SW_industry
4985,SZ002092,SZ002470,SW_industry
4986,SZ002092,SH600096,SW_industry
4987,SZ002092,SZ000912,SW_industry
4988,SZ002092,SH600143,SW_industry
4989,SH601933,SZ002416,SW_industry
4990,SH601933,SZ000829,SW_industry
4991,SH601933,SZ002024,SW_industry
4992,SH601933,SH601888,SW_industry
4993,SH601933,SH600058,SW_industry
4994,SH603885,SH600428,SW_industry
4995,SH603885,SH601919,SW_industry
4996,SH603885,SH601872,SW_industry
4997,SH603885,SH601866,SW_industry
4998,SH603885,SH600026,SW_industry
4999,SH603885,SZ002183,SW_industry
5000,SH603885,SZ002010,SW_industry
5001,SH603885,SH600153,SW_industry
5002,SH603885,SH600704,SW_industry
5003,SH603885,SZ002468,SW_industry
5004,SH603885,SZ002120,SW_industry
5005,SH603885,SH600233,SW_industry
5006,SH603885,SZ002352,SW_industry
5007,SH603885,SH600787,SW_industry
5008,SH603885,SH600611,SW_industry
5009,SH603885,SH600269,SW_industry
5010,SH603885,SH600350,SW_industry
5011,SH603885,SZ000755,SW_industry
5012,SH603885,SH600020,SW_industry
5013,SH603885,SZ000088,SW_industry
5014,SH603885,SH601107,SW_industry
5015,SH603885,SH600377,SW_industry
5016,SH603885,SZ000900,SW_industry
5017,SH603885,SH600548,SW_industry
5018,SH603885,SH600033,SW_industry
5019,SH603885,SZ000828,SW_industry
5020,SH603885,SZ001965,SW_industry
5021,SH603885,SH600035,SW_industry
5022,SH603885,SH601333,SW_industry
5023,SH603885,SH601006,SW_industry
5024,SH601169,SH600000,SW_industry
5025,SH601169,SH600016,SW_industry
5026,SH601169,SH600036,SW_industry
5027,SH601169,SH601166,SW_industry
5028,SH601169,SH601818,SW_industry
5029,SH601169,SH600015,SW_industry
5030,SH601169,SH601998,SW_industry
5031,SH601169,SH601916,SW_industry
5032,SH601169,SZ000001,SW_industry
5033,SH601169,SZ002839,SW_industry
5034,SH601169,SH601077,SW_industry
5035,SH601169,SZ002958,SW_industry
5036,SH601169,SH601398,SW_industry
5037,SH601169,SH601288,SW_industry
5038,SH601169,SH601328,SW_industry
5039,SZ002120,SH600428,SW_industry
5040,SZ002120,SH601919,SW_industry
5041,SZ002120,SH601872,SW_industry
5042,SZ002120,SH601866,SW_industry
5043,SZ002120,SH600026,SW_industry
5044,SZ002120,SH600029,SW_industry
5045,SZ002120,SH603885,SW_industry
5046,SZ002120,SH601111,SW_industry
5047,SZ002120,SH600221,SW_industry
5048,SZ002120,SH601021,SW_industry
5049,SZ002120,SH600115,SW_industry
5050,SZ002120,SH600004,SW_industry
5051,SZ002120,SZ000089,SW_industry
5052,SZ002120,SH600009,SW_industry
5053,SZ002120,SH600611,SW_industry
5054,SZ002120,SH600269,SW_industry
5055,SZ002120,SH600350,SW_industry
5056,SZ002120,SZ000755,SW_industry
5057,SZ002120,SH600020,SW_industry
5058,SZ002120,SZ000088,SW_industry
5059,SZ002120,SH601107,SW_industry
5060,SZ002120,SH600377,SW_industry
5061,SZ002120,SZ000900,SW_industry
5062,SZ002120,SH600548,SW_industry
5063,SZ002120,SH600033,SW_industry
5064,SZ002120,SZ000828,SW_industry
5065,SZ002120,SZ001965,SW_industry
5066,SZ002120,SH600035,SW_industry
5067,SZ002120,SH601333,SW_industry
5068,SZ002120,SH601006,SW_industry
5069,SZ000723,SH600508,SW_industry
5070,SZ000723,SH601666,SW_industry
5071,SZ000723,SH600348,SW_industry
5072,SZ000723,SH601699,SW_industry
5073,SZ000723,SZ000983,SW_industry
5074,SZ000723,SH600395,SW_industry
5075,SZ000723,SZ000937,SW_industry
5076,SZ000723,SH600123,SW_industry
5077,SZ000723,SH600157,SW_industry
5078,SZ000723,SH601088,SW_industry
5079,SZ000723,SH600971,SW_industry
5080,SZ000723,SH601918,SW_industry
5081,SZ000723,SH601898,SW_industry
5082,SZ000723,SZ002128,SW_industry
5083,SZ000723,SH601101,SW_industry
5084,SZ000723,SH600403,SW_industry
5085,SZ000723,SH600188,SW_industry
5086,SZ000723,SH600546,SW_industry
5087,SZ000723,SH601225,SW_industry
5088,SH600845,SZ300085,SW_industry
5089,SH600845,SZ002405,SW_industry
5090,SH600845,SH600570,SW_industry
5091,SH600845,SZ002410,SW_industry
5092,SH600845,SH601519,SW_industry
5093,SH600845,SZ300033,SW_industry
5094,SH600845,SZ002153,SW_industry
5095,SH600845,SH600654,SW_industry
5096,SH600845,SZ000503,SW_industry
5097,SH600845,SZ300454,SW_industry
5098,SH600845,SH688111,SW_industry
5099,SH600845,SZ002230,SW_industry
5100,SH600845,SH600588,SW_industry
5101,SH600845,SZ002236,SW_industry
5102,SH600845,SZ002415,SW_industry
5103,SH600845,SZ000066,SW_industry
5104,SH600845,SH603019,SW_industry
5105,SH600845,SZ002152,SW_industry
5106,SH600845,SZ000977,SW_industry
5107,SH600845,SH600100,SW_industry
5108,SH601231,SH600460,SW_industry
5109,SH601231,SH600584,SW_industry
5110,SH601231,SZ002049,SW_industry
5111,SH601231,SH688008,SW_industry
5112,SH601231,SZ300223,SW_industry
5113,SH601231,SH603986,SW_industry
5114,SH601231,SH603501,SW_industry
5115,SH601231,SZ002371,SW_industry
5116,SH601231,SH688012,SW_industry
5117,SH601231,SZ300661,SW_industry
5118,SH601231,SZ300782,SW_industry
5119,SH601231,SH603160,SW_industry
5120,SH601231,SZ000100,SW_industry
5121,SH601231,SZ002106,SW_industry
5122,SH601231,SH600666,SW_industry
5123,SH601231,SZ000725,SW_industry
5124,SH601231,SZ000413,SW_industry
5125,SH601231,SZ000536,SW_industry
5126,SH601231,SZ300296,SW_industry
5127,SH601231,SH600703,SW_industry
5128,SH601231,SZ002456,SW_industry
5129,SH601231,SZ002916,SW_industry
5130,SH601231,SZ002938,SW_industry
5131,SH601231,SH600183,SW_industry
5132,SH601231,SZ002384,SW_industry
5133,SH601231,SZ002463,SW_industry
5134,SH601231,SZ000636,SW_industry
5135,SH601231,SZ300408,SW_industry
5136,SZ002344,SZ002416,SW_industry
5137,SZ002344,SZ000829,SW_industry
5138,SZ002344,SZ002024,SW_industry
5139,SZ002344,SH601888,SW_industry
5140,SZ002344,SH600058,SW_industry
5141,SZ002493,SH600583,SW_industry
5142,SZ002493,SH600339,SW_industry
5143,SZ002493,SH601808,SW_industry
5144,SZ002493,SH600871,SW_industry
5145,SZ002493,SH600968,SW_industry
5146,SZ002493,SZ000968,SW_industry
5147,SH603338,SZ002008,SW_industry
5148,SH603338,SZ300124,SW_industry
5149,SH603338,SZ300024,SW_industry
5150,SH603338,SH600501,SW_industry
5151,SH603338,SZ002073,SW_industry
5152,SH603338,SH601106,SW_industry
5153,SH603338,SH600169,SW_industry
5154,SH603338,SH601717,SW_industry
5155,SH603338,SH600320,SW_industry
5156,SH603338,SH601608,SW_industry
5157,SH603338,SZ002353,SW_industry
5158,SH603338,SH600835,SW_industry
5159,SH603338,SH601369,SW_industry
5160,SH603338,SH600481,SW_industry
5161,SH603338,SZ000008,SW_industry
5162,SH603338,SH601766,SW_industry
5163,SH603338,SH688009,SW_industry
5164,SZ000021,SH600460,SW_industry
5165,SZ000021,SH600584,SW_industry
5166,SZ000021,SZ002049,SW_industry
5167,SZ000021,SH688008,SW_industry
5168,SZ000021,SZ300223,SW_industry
5169,SZ000021,SH603986,SW_industry
5170,SZ000021,SH603501,SW_industry
5171,SZ000021,SZ002371,SW_industry
5172,SZ000021,SH688012,SW_industry
5173,SZ000021,SZ300661,SW_industry
5174,SZ000021,SZ300782,SW_industry
5175,SZ000021,SH603160,SW_industry
5176,SZ000021,SZ000100,SW_industry
5177,SZ000021,SZ002106,SW_industry
5178,SZ000021,SH600666,SW_industry
5179,SZ000021,SZ000725,SW_industry
5180,SZ000021,SZ000413,SW_industry
5181,SZ000021,SZ000536,SW_industry
5182,SZ000021,SZ300296,SW_industry
5183,SZ000021,SH600703,SW_industry
5184,SZ000021,SZ002456,SW_industry
5185,SZ000021,SZ002916,SW_industry
5186,SZ000021,SZ002938,SW_industry
5187,SZ000021,SH600183,SW_industry
5188,SZ000021,SZ002384,SW_industry
5189,SZ000021,SZ002463,SW_industry
5190,SZ000021,SZ000636,SW_industry
5191,SZ000021,SZ300408,SW_industry
5192,SH601985,SH600635,SW_industry
5193,SH601985,SH601139,SW_industry
5194,SH601818,SH601169,SW_industry
5195,SH601818,SH601009,SW_industry
5196,SH601818,SH600919,SW_industry
5197,SH601818,SZ002142,SW_industry
5198,SH601818,SH601997,SW_industry
5199,SH601818,SH601229,SW_industry
5200,SH601818,SH600926,SW_industry
5201,SH601818,SH601577,SW_industry
5202,SH601818,SH601838,SW_industry
5203,SH601818,SH600928,SW_industry
5204,SH601818,SZ002839,SW_industry
5205,SH601818,SH601077,SW_industry
5206,SH601818,SZ002958,SW_industry
5207,SH601818,SH601398,SW_industry
5208,SH601818,SH601288,SW_industry
5209,SH601818,SH601328,SW_industry
5210,SH600085,SZ300122,SW_industry
5211,SH600085,SZ300142,SW_industry
5212,SH600085,SZ300601,SW_industry
5213,SH600085,SH600739,SW_industry
5214,SH600085,SZ002038,SW_industry
5215,SH600085,SH600682,SW_industry
5216,SH600085,SZ000661,SW_industry
5217,SH600085,SH600867,SW_industry
5218,SH600085,SZ002007,SW_industry
5219,SH600085,SH600161,SW_industry
5220,SH600085,SZ002252,SW_industry
5221,SH600085,SH600216,SW_industry
5222,SH600085,SZ002399,SW_industry
5223,SH600085,SZ002001,SW_industry
5224,SH600085,SH600267,SW_industry
5225,SH600085,SH600812,SW_industry
5226,SH600085,SH600276,SW_industry
5227,SH600085,SZ002422,SW_industry
5228,SH600085,SH600196,SW_industry
5229,SH600085,SH600079,SW_industry
5230,SH600085,SZ002773,SW_industry
5231,SH600085,SH600851,SW_industry
5232,SH600085,SZ002653,SW_industry
5233,SH600085,SZ002294,SW_industry
5234,SH600085,SH600380,SW_industry
5235,SH600085,SZ300558,SW_industry
5236,SH600085,SZ000623,SW_industry
5237,SH600085,SH600521,SW_industry
5238,SH600085,SZ000963,SW_industry
5239,SH600085,SH600062,SW_industry
5240,SH600085,SH600664,SW_industry
5241,SH600085,SH603939,SW_industry
5242,SH600085,SH603233,SW_industry
5243,SH600085,SZ002411,SW_industry
5244,SH600085,SZ300760,SW_industry
5245,SH600085,SH603658,SW_industry
5246,SH600085,SZ300676,SW_industry
5247,SH600085,SZ300595,SW_industry
5248,SH600085,SZ300529,SW_industry
5249,SH600085,SZ300677,SW_industry
5250,SH600085,SZ300003,SW_industry
5251,SH600085,SH603882,SW_industry
5252,SH600085,SZ002044,SW_industry
5253,SH600085,SH600763,SW_industry
5254,SH600085,SZ300015,SW_industry
5255,SH600085,SZ300347,SW_industry
5256,SH600085,SH603259,SW_industry
5257,SH600085,SZ002821,SW_industry
5258,SH600085,SZ300759,SW_industry
5259,SH601969,SZ002110,SW_industry
5260,SH601969,SZ000717,SW_industry
5261,SH601969,SH600010,SW_industry
5262,SH601969,SZ000898,SW_industry
5263,SH601969,SH601005,SW_industry
5264,SH601969,SZ000709,SW_industry
5265,SH601969,SH600782,SW_industry
5266,SH601969,SZ000932,SW_industry
5267,SH601969,SH600019,SW_industry
5268,SH601969,SH600307,SW_industry
5269,SH601969,SH600569,SW_industry
5270,SH601969,SZ000761,SW_industry
5271,SH601969,SH600022,SW_industry
5272,SH601969,SZ000959,SW_industry
5273,SH601969,SH600808,SW_industry
5274,SH601969,SH600282,SW_industry
5275,SH601969,SZ000778,SW_industry
5276,SH601969,SH600117,SW_industry
5277,SH601969,SZ000825,SW_industry
5278,SH601969,SZ000708,SW_industry
5279,SH601699,SZ000723,SW_industry
5280,SH601699,SH600997,SW_industry
5281,SZ002508,SZ002050,SW_industry
5282,SZ002508,SH603486,SW_industry
5283,SZ002508,SZ002032,SW_industry
5284,SZ002508,SZ002242,SW_industry
5285,SZ002508,SZ000541,SW_industry
5286,SZ002508,SH600060,SW_industry
5287,SZ002508,SH600839,SW_industry
5288,SZ002508,SZ002429,SW_industry
5289,SZ002508,SZ000651,SW_industry
5290,SZ002508,SZ000333,SW_industry
5291,SZ002508,SH600690,SW_industry
5292,SZ000968,SH600583,SW_industry
5293,SZ000968,SH600339,SW_industry
5294,SZ000968,SH601808,SW_industry
5295,SZ000968,SH600871,SW_industry
5296,SZ000968,SH600968,SW_industry
5297,SZ000968,SZ000301,SW_industry
5298,SZ000968,SH600688,SW_industry
5299,SZ000968,SZ000703,SW_industry
5300,SZ000968,SZ002493,SW_industry
5301,SZ000968,SH600028,SW_industry
5302,SZ000968,SH600346,SW_industry
5303,SZ000968,SZ000059,SW_industry
5304,SZ000968,SH600256,SW_industry
5305,SZ000968,SZ002648,SW_industry
5306,SZ000968,SH601233,SW_industry
5307,SH688363,SH600315,SW_industry
5308,SH601108,SH601336,SW_industry
5309,SH601108,SH601601,SW_industry
5310,SH601108,SH601318,SW_industry
5311,SH601108,SZ000627,SW_industry
5312,SH601108,SH601319,SW_industry
5313,SH601108,SH601628,SW_industry
5314,SH601108,SH600643,SW_industry
5315,SH601108,SH600390,SW_industry
5316,SH601108,SH600705,SW_industry
5317,SH601108,SH600061,SW_industry
5318,SH601108,SH600816,SW_industry
5319,SH601108,SZ000415,SW_industry
5320,SH601005,SH600117,SW_industry
5321,SH601005,SZ000825,SW_industry
5322,SH601005,SZ000708,SW_industry
5323,SH601005,SH600516,SW_industry
5324,SH601005,SZ000629,SW_industry
5325,SH601005,SH601969,SW_industry
5326,SH600522,SH600050,SW_industry
5327,SH600522,SH600804,SW_industry
5328,SH600309,SZ002064,SW_industry
5329,SH600309,SH603260,SW_industry
5330,SH600309,SH600426,SW_industry
5331,SH600309,SH600989,SW_industry
5332,SH600309,SZ000822,SW_industry
5333,SH600309,SZ002601,SW_industry
5334,SH600309,SH601216,SW_industry
5335,SH600309,SZ002092,SW_industry
5336,SH600309,SH600277,SW_industry
5337,SH600309,SZ000553,SW_industry
5338,SH600309,SZ000408,SW_industry
5339,SH600309,SZ000792,SW_industry
5340,SH600309,SZ002470,SW_industry
5341,SH600309,SH600096,SW_industry
5342,SH600309,SZ000912,SW_industry
5343,SH600309,SH600143,SW_industry
5344,SZ002625,SZ002179,SW_industry
5345,SZ002625,SZ002465,SW_industry
5346,SZ002625,SZ002414,SW_industry
5347,SZ002625,SH601698,SW_industry
5348,SZ002625,SH600118,SW_industry
5349,SZ002625,SH600879,SW_industry
5350,SZ002625,SH600482,SW_industry
5351,SZ002625,SH600150,SW_industry
5352,SZ002625,SH600685,SW_industry
5353,SZ002625,SH601989,SW_industry
5354,SZ000793,SZ300251,SW_industry
5355,SZ000793,SZ300133,SW_industry
5356,SZ000793,SZ300182,SW_industry
5357,SZ000793,SZ300027,SW_industry
5358,SZ000793,SZ002292,SW_industry
5359,SZ000793,SH600977,SW_industry
5360,SZ000793,SZ002739,SW_industry
5361,SZ000793,SH600088,SW_industry
5362,SZ000793,SZ002400,SW_industry
5363,SZ000793,SZ002131,SW_industry
5364,SZ000793,SZ300058,SW_industry
5365,SZ000793,SZ002027,SW_industry
5366,SZ000793,SZ002624,SW_industry
5367,SZ000793,SZ300002,SW_industry
5368,SZ000793,SZ002174,SW_industry
5369,SZ000793,SZ002602,SW_industry
5370,SZ000793,SH600633,SW_industry
5371,SZ000793,SZ002555,SW_industry
5372,SZ000793,SZ002558,SW_industry
5373,SZ000793,SZ300315,SW_industry
5374,SZ000793,SZ300413,SW_industry
5375,SZ000793,SH603000,SW_industry
5376,SZ000793,SH600037,SW_industry
5377,SZ000793,SZ000917,SW_industry
5378,SZ000793,SH600959,SW_industry
5379,SZ000793,SH601929,SW_industry
5380,SZ000793,SZ000156,SW_industry
5381,SZ300759,SZ300122,SW_industry
5382,SZ300759,SZ300142,SW_industry
5383,SZ300759,SZ300601,SW_industry
5384,SZ300759,SH600739,SW_industry
5385,SZ300759,SZ002038,SW_industry
5386,SZ300759,SH600682,SW_industry
5387,SZ300759,SZ000661,SW_industry
5388,SZ300759,SH600867,SW_industry
5389,SZ300759,SZ002007,SW_industry
5390,SZ300759,SH600161,SW_industry
5391,SZ300759,SZ002252,SW_industry
5392,SZ300759,SH600216,SW_industry
5393,SZ300759,SZ002399,SW_industry
5394,SZ300759,SZ002001,SW_industry
5395,SZ300759,SH600267,SW_industry
5396,SZ300759,SH600812,SW_industry
5397,SZ300759,SH600276,SW_industry
5398,SZ300759,SZ002422,SW_industry
5399,SZ300759,SH600196,SW_industry
5400,SZ300759,SH600079,SW_industry
5401,SZ300759,SZ002773,SW_industry
5402,SZ300759,SH600851,SW_industry
5403,SZ300759,SZ002653,SW_industry
5404,SZ300759,SZ002294,SW_industry
5405,SZ300759,SH600380,SW_industry
5406,SZ300759,SZ300558,SW_industry
5407,SZ300759,SZ000623,SW_industry
5408,SZ300759,SH600521,SW_industry
5409,SZ300759,SZ000963,SW_industry
5410,SZ300759,SH600062,SW_industry
5411,SZ300759,SH600664,SW_industry
5412,SZ300759,SH603939,SW_industry
5413,SZ300759,SH603233,SW_industry
5414,SZ300759,SZ002411,SW_industry
5415,SZ300759,SZ300760,SW_industry
5416,SZ300759,SH603658,SW_industry
5417,SZ300759,SZ300676,SW_industry
5418,SZ300759,SZ300595,SW_industry
5419,SZ300759,SZ300529,SW_industry
5420,SZ300759,SZ300677,SW_industry
5421,SZ300759,SZ300003,SW_industry
5422,SZ300759,SH600535,SW_industry
5423,SZ300759,SZ002603,SW_industry
5424,SZ300759,SH603858,SW_industry
5425,SZ300759,SZ000999,SW_industry
5426,SZ300759,SZ002275,SW_industry
5427,SZ300759,SH600566,SW_industry
5428,SZ300759,SH600332,SW_industry
5429,SZ300759,SZ002424,SW_industry
5430,SZ300759,SH600085,SW_industry
5431,SZ300759,SZ000538,SW_industry
5432,SZ300759,SZ000423,SW_industry
5433,SZ300759,SH600518,SW_industry
5434,SZ300759,SH600436,SW_industry
5435,SZ300759,SH600252,SW_industry
5436,SZ300628,SH600050,SW_industry
5437,SZ300628,SH600804,SW_industry
5438,SH601098,SZ300251,SW_industry
5439,SH601098,SZ300133,SW_industry
5440,SH601098,SZ300182,SW_industry
5441,SH601098,SZ300027,SW_industry
5442,SH601098,SZ002292,SW_industry
5443,SH601098,SH600977,SW_industry
5444,SH601098,SZ002739,SW_industry
5445,SH601098,SH600088,SW_industry
5446,SH601098,SZ002400,SW_industry
5447,SH601098,SZ002131,SW_industry
5448,SH601098,SZ300058,SW_industry
5449,SH601098,SZ002027,SW_industry
5450,SH601098,SZ002624,SW_industry
5451,SH601098,SZ300002,SW_industry
5452,SH601098,SZ002174,SW_industry
5453,SH601098,SZ002602,SW_industry
5454,SH601098,SH600633,SW_industry
5455,SH601098,SZ002555,SW_industry
5456,SH601098,SZ002558,SW_industry
5457,SH601098,SZ300315,SW_industry
5458,SH601098,SZ300413,SW_industry
5459,SH601098,SH603000,SW_industry
5460,SH601098,SH600037,SW_industry
5461,SH601098,SZ000917,SW_industry
5462,SH601098,SH600959,SW_industry
5463,SH601098,SH601929,SW_industry
5464,SH601098,SZ000156,SW_industry
5465,SZ002299,SH601118,SW_industry
5466,SZ002299,SZ002069,SW_industry
5467,SZ002299,SH600251,SW_industry
5468,SZ002299,SH600737,SW_industry
5469,SZ002299,SZ002311,SW_industry
5470,SZ000831,SZ000970,SW_industry
5471,SZ000831,SZ000969,SW_industry
5472,SZ000831,SH601212,SW_industry
5473,SZ000831,SZ002155,SW_industry
5474,SZ000831,SH600489,SW_industry
5475,SZ000831,SH600547,SW_industry
5476,SZ000831,SZ002466,SW_industry
5477,SZ000831,SZ002460,SW_industry
5478,SZ000831,SH603799,SW_industry
5479,SZ000831,SH601899,SW_industry
5480,SZ000831,SH601168,SW_industry
5481,SZ000831,SZ000630,SW_industry
5482,SZ000831,SH600110,SW_industry
5483,SZ000831,SZ000878,SW_industry
5484,SZ000831,SH600362,SW_industry
5485,SZ000831,SZ000758,SW_industry
5486,SZ000831,SH600961,SW_industry
