,e1,e2,time
8238,SH600682,SH600521,2018-10-01
8239,SH600682,SZ000963,2018-10-01
8240,SH600682,SH600200,2018-10-01
8241,SH600682,SH600062,2018-10-01
8242,SH600682,SH600664,2018-10-01
8243,SH600682,SZ002411,2018-10-01
8244,SH600682,SZ300003,2018-10-01
8245,SH600682,SH600535,2018-10-01
8246,SH600682,SZ002603,2018-10-01
8247,SH600682,SH603858,2018-10-01
8248,SH600682,SZ000999,2018-10-01
8249,SH600682,SZ002275,2018-10-01
8250,SH600682,SH600566,2018-10-01
8251,SH600682,SH600332,2018-10-01
8252,SH600682,SZ002424,2018-10-01
8253,SH600682,SH600085,2018-10-01
8254,SH600682,SZ000538,2018-10-01
8255,SH600682,SZ000423,2018-10-01
8256,SH600682,SH600518,2018-10-01
8257,SH600682,SH600436,2018-10-01
8258,SH600682,SH600252,2018-10-01
8259,SH600682,SZ002044,2018-10-01
8260,SH600682,SZ300015,2018-10-01
8261,SH600682,SZ300347,2018-10-01
8262,SH600682,SH603259,2018-10-01
8263,SH600909,SH601336,2018-10-01
8264,SH600909,SH601601,2018-10-01
8265,SH600909,SH601318,2018-10-01
8266,SH600909,SZ000627,2018-10-01
8267,SH600909,SH601319,2018-10-01
8268,SH600909,SH601628,2018-10-01
8269,SH600909,SH600643,2018-10-01
8270,SH600909,SZ000617,2018-10-01
8271,SH600909,SH600390,2018-10-01
8272,SH600909,SH600705,2018-10-01
8273,SH600909,SH600061,2018-10-01
8274,SH600909,SH600816,2018-10-01
8275,SH600909,SZ000415,2018-10-01
8276,SH600919,SH600000,2018-10-01
8277,SH600919,SH600016,2018-10-01
8278,SH600919,SH600036,2018-10-01
8279,SH600919,SH601166,2018-10-01
8280,SH600919,SH601818,2018-10-01
8281,SH600919,SH600015,2018-10-01
8282,SH600919,SH601998,2018-10-01
8283,SH600919,SZ000001,2018-10-01
8284,SH600919,SZ002839,2018-10-01
8285,SH600919,SZ002958,2018-10-01
8286,SH600919,SH601398,2018-10-01
8287,SH600919,SH601288,2018-10-01
8288,SH600919,SH601328,2018-10-01
8289,SH600926,SH600000,2018-10-01
8290,SH600926,SH600016,2018-10-01
8291,SH600926,SH600036,2018-10-01
8292,SH600926,SH601166,2018-10-01
8293,SH600926,SH601818,2018-10-01
8294,SH600926,SH600015,2018-10-01
8295,SH600926,SH601998,2018-10-01
8296,SH600926,SZ000001,2018-10-01
8297,SH600926,SZ002839,2018-10-01
8298,SH600926,SZ002958,2018-10-01
8299,SH600926,SH601398,2018-10-01
8300,SH600926,SH601288,2018-10-01
8301,SH600926,SH601328,2018-10-01
8302,SH600977,SH601098,2018-10-01
8303,SH600977,SH601928,2018-10-01
8304,SH600977,SZ000793,2018-10-01
8305,SH600977,SH600373,2018-10-01
8306,SH600977,SH601801,2018-10-01
8307,SH600977,SH600088,2018-10-01
8308,SH600977,SZ002400,2018-10-01
8309,SH600977,SZ002131,2018-10-01
8310,SH600977,SZ300058,2018-10-01
8311,SH600977,SZ002027,2018-10-01
8312,SH600977,SZ002624,2018-10-01
8313,SH600977,SZ300002,2018-10-01
8314,SH600977,SZ002174,2018-10-01
8315,SH600977,SZ002602,2018-10-01
8316,SH600977,SH600633,2018-10-01
8317,SH600977,SZ002555,2018-10-01
8318,SH600977,SZ002558,2018-10-01
8319,SH600977,SZ300315,2018-10-01
8320,SH600977,SZ300413,2018-10-01
8321,SH600977,SH603000,2018-10-01
8322,SH600977,SH600037,2018-10-01
8323,SH600977,SZ000917,2018-10-01
8324,SH600977,SH600959,2018-10-01
8325,SH600977,SH601929,2018-10-01
8326,SH600977,SZ000156,2018-10-01
8327,SH601163,SH600297,2018-10-01
8328,SH601163,SH600653,2018-10-01
8329,SH601163,SZ000572,2018-10-01
8330,SH601163,SH601127,2018-10-01
8331,SH601163,SH600733,2018-10-01
8332,SH601163,SH601238,2018-10-01
8333,SH601163,SH600104,2018-10-01
8334,SH601163,SZ000927,2018-10-01
8335,SH601163,SZ000625,2018-10-01
8336,SH601163,SH601633,2018-10-01
8337,SH601163,SZ002594,2018-10-01
8338,SH601229,SH600000,2018-10-01
8339,SH601229,SH600016,2018-10-01
8340,SH601229,SH600036,2018-10-01
8341,SH601229,SH601166,2018-10-01
8342,SH601229,SH601818,2018-10-01
8343,SH601229,SH600015,2018-10-01
8344,SH601229,SH601998,2018-10-01
8345,SH601229,SZ000001,2018-10-01
8346,SH601229,SZ002839,2018-10-01
8347,SH601229,SZ002958,2018-10-01
8348,SH601229,SH601398,2018-10-01
8349,SH601229,SH601288,2018-10-01
8350,SH601229,SH601328,2018-10-01
8351,SH601375,SH601336,2018-10-01
8352,SH601375,SH601601,2018-10-01
8353,SH601375,SH601318,2018-10-01
8354,SH601375,SZ000627,2018-10-01
8355,SH601375,SH601319,2018-10-01
8356,SH601375,SH601628,2018-10-01
8357,SH601375,SH600643,2018-10-01
8358,SH601375,SZ000617,2018-10-01
8359,SH601375,SH600390,2018-10-01
8360,SH601375,SH600705,2018-10-01
8361,SH601375,SH600061,2018-10-01
8362,SH601375,SH600816,2018-10-01
8363,SH601375,SZ000415,2018-10-01
8364,SH601881,SH601336,2018-10-01
8365,SH601881,SH601601,2018-10-01
8366,SH601881,SH601318,2018-10-01
8367,SH601881,SZ000627,2018-10-01
8368,SH601881,SH601319,2018-10-01
8369,SH601881,SH601628,2018-10-01
8370,SH601881,SH600643,2018-10-01
8371,SH601881,SZ000617,2018-10-01
8372,SH601881,SH600390,2018-10-01
8373,SH601881,SH600705,2018-10-01
8374,SH601881,SH600061,2018-10-01
8375,SH601881,SH600816,2018-10-01
8376,SH601881,SZ000415,2018-10-01
8377,SH601966,SH600297,2018-10-01
8378,SH601966,SH600653,2018-10-01
8379,SH601966,SZ000572,2018-10-01
8380,SH601966,SH601127,2018-10-01
8381,SH601966,SH600733,2018-10-01
8382,SH601966,SH601238,2018-10-01
8383,SH601966,SH600104,2018-10-01
8384,SH601966,SZ000927,2018-10-01
8385,SH601966,SZ000625,2018-10-01
8386,SH601966,SH601633,2018-10-01
8387,SH601966,SZ002594,2018-10-01
8388,SH601997,SH600000,2018-10-01
8389,SH601997,SH600016,2018-10-01
8390,SH601997,SH600036,2018-10-01
8391,SH601997,SH601166,2018-10-01
8392,SH601997,SH601818,2018-10-01
8393,SH601997,SH600015,2018-10-01
8394,SH601997,SH601998,2018-10-01
8395,SH601997,SZ000001,2018-10-01
8396,SH601997,SZ002839,2018-10-01
8397,SH601997,SZ002958,2018-10-01
8398,SH601997,SH601398,2018-10-01
8399,SH601997,SH601288,2018-10-01
8400,SH601997,SH601328,2018-10-01
8401,SH603160,SZ000021,2018-10-01
8402,SH603160,SZ002475,2018-10-01
8403,SH603160,SZ002925,2018-10-01
8404,SH603160,SH601231,2018-10-01
8405,SH603160,SZ002241,2018-10-01
8406,SH603160,SZ300433,2018-10-01
8407,SH603160,SZ300136,2018-10-01
8408,SH603160,SH601138,2018-10-01
8409,SH603160,SZ000100,2018-10-01
8410,SH603160,SZ002106,2018-10-01
8411,SH603160,SH600666,2018-10-01
8412,SH603160,SZ000725,2018-10-01
8413,SH603160,SZ000413,2018-10-01
8414,SH603160,SZ000536,2018-10-01
8415,SH603160,SZ300296,2018-10-01
8416,SH603160,SH600703,2018-10-01
8417,SH603160,SZ002456,2018-10-01
8418,SH603160,SZ002916,2018-10-01
8419,SH603160,SZ002938,2018-10-01
8420,SH603160,SH600183,2018-10-01
8421,SH603160,SZ000636,2018-10-01
8422,SH603160,SZ300408,2018-10-01
8423,SH603858,SZ300122,2018-10-01
8424,SH603858,SZ300142,2018-10-01
8425,SH603858,SH600739,2018-10-01
8426,SH603858,SZ002038,2018-10-01
8427,SH603858,SH600682,2018-10-01
8428,SH603858,SZ000661,2018-10-01
8429,SH603858,SH600867,2018-10-01
8430,SH603858,SZ002007,2018-10-01
8431,SH603858,SH600161,2018-10-01
8432,SH603858,SZ002252,2018-10-01
8433,SH603858,SH600216,2018-10-01
8434,SH603858,SZ002399,2018-10-01
8435,SH603858,SZ002001,2018-10-01
8436,SH603858,SH600267,2018-10-01
8437,SH603858,SH600812,2018-10-01
8438,SH603858,SH600276,2018-10-01
8439,SH603858,SZ002422,2018-10-01
8440,SH603858,SH600196,2018-10-01
8441,SH603858,SH600079,2018-10-01
8442,SH603858,SZ002773,2018-10-01
8443,SH603858,SH600851,2018-10-01
8444,SH603858,SZ002653,2018-10-01
8445,SH603858,SZ002294,2018-10-01
8446,SH603858,SH600380,2018-10-01
8447,SH603858,SZ000623,2018-10-01
8448,SH603858,SH600521,2018-10-01
8449,SH603858,SZ000963,2018-10-01
8450,SH603858,SH600200,2018-10-01
8451,SH603858,SH600062,2018-10-01
8452,SH603858,SH600664,2018-10-01
8453,SH603858,SZ002411,2018-10-01
8454,SH603858,SZ300003,2018-10-01
8455,SH603858,SZ002044,2018-10-01
8456,SH603858,SZ300015,2018-10-01
8457,SH603858,SZ300347,2018-10-01
8458,SH603858,SH603259,2018-10-01
8459,SZ002044,SZ300122,2018-10-01
8460,SZ002044,SZ300142,2018-10-01
8461,SZ002044,SH600739,2018-10-01
8462,SZ002044,SZ002038,2018-10-01
8463,SZ002044,SH600682,2018-10-01
8464,SZ002044,SZ000661,2018-10-01
8465,SZ002044,SH600867,2018-10-01
8466,SZ002044,SZ002007,2018-10-01
8467,SZ002044,SH600161,2018-10-01
8468,SZ002044,SZ002252,2018-10-01
8469,SZ002044,SH600216,2018-10-01
8470,SZ002044,SZ002399,2018-10-01
8471,SZ002044,SZ002001,2018-10-01
8472,SZ002044,SH600267,2018-10-01
8473,SZ002044,SH600812,2018-10-01
8474,SZ002044,SH600276,2018-10-01
8475,SZ002044,SZ002422,2018-10-01
8476,SZ002044,SH600196,2018-10-01
8477,SZ002044,SH600079,2018-10-01
8478,SZ002044,SZ002773,2018-10-01
8479,SZ002044,SH600851,2018-10-01
8480,SZ002044,SZ002653,2018-10-01
8481,SZ002044,SZ002294,2018-10-01
8482,SZ002044,SH600380,2018-10-01
8483,SZ002044,SZ000623,2018-10-01
8484,SZ002044,SH600521,2018-10-01
8485,SZ002044,SZ000963,2018-10-01
8486,SZ002044,SH600200,2018-10-01
8487,SZ002044,SH600062,2018-10-01
8488,SZ002044,SH600664,2018-10-01
8489,SZ002044,SZ002411,2018-10-01
8490,SZ002044,SZ300003,2018-10-01
8491,SZ002044,SH600535,2018-10-01
8492,SZ002044,SZ002603,2018-10-01
8493,SZ002044,SH603858,2018-10-01
8494,SZ002044,SZ000999,2018-10-01
8495,SZ002044,SZ002275,2018-10-01
8496,SZ002044,SH600566,2018-10-01
8497,SZ002044,SH600332,2018-10-01
8498,SZ002044,SZ002424,2018-10-01
8499,SZ002044,SH600085,2018-10-01
8500,SZ002044,SZ000538,2018-10-01
8501,SZ002044,SZ000423,2018-10-01
8502,SZ002044,SH600518,2018-10-01
8503,SZ002044,SH600436,2018-10-01
8504,SZ002044,SH600252,2018-10-01
8505,SZ002352,SZ000520,2018-10-01
8506,SZ002352,SH600428,2018-10-01
8507,SZ002352,SH601919,2018-10-01
8508,SZ002352,SH601872,2018-10-01
8509,SZ002352,SH601866,2018-10-01
8510,SZ002352,SH600026,2018-10-01
8511,SZ002352,SZ000099,2018-10-01
8512,SZ002352,SH600029,2018-10-01
8513,SZ002352,SH603885,2018-10-01
8514,SZ002352,SH601111,2018-10-01
8515,SZ002352,SH600221,2018-10-01
8516,SZ002352,SH601021,2018-10-01
8517,SZ002352,SH600115,2018-10-01
8518,SZ002352,SH600004,2018-10-01
8519,SZ002352,SZ000089,2018-10-01
8520,SZ002352,SH600009,2018-10-01
8521,SZ002352,SH600611,2018-10-01
8522,SZ002352,SH600834,2018-10-01
8523,SZ002352,SH600269,2018-10-01
8524,SZ002352,SH600350,2018-10-01
8525,SZ002352,SZ000755,2018-10-01
8526,SZ002352,SH600020,2018-10-01
8527,SZ002352,SZ000088,2018-10-01
8528,SZ002352,SH601107,2018-10-01
8529,SZ002352,SH600377,2018-10-01
8530,SZ002352,SZ000900,2018-10-01
8531,SZ002352,SH600548,2018-10-01
8532,SZ002352,SH600033,2018-10-01
8533,SZ002352,SZ000828,2018-10-01
8534,SZ002352,SZ001965,2018-10-01
8535,SZ002352,SH600035,2018-10-01
8536,SZ002352,SH601333,2018-10-01
8537,SZ002352,SH601006,2018-10-01
8538,SZ002411,SZ300122,2018-10-01
8539,SZ002411,SZ300142,2018-10-01
8540,SZ002411,SH600739,2018-10-01
8541,SZ002411,SZ002038,2018-10-01
8542,SZ002411,SH600682,2018-10-01
8543,SZ002411,SZ000661,2018-10-01
8544,SZ002411,SH600867,2018-10-01
8545,SZ002411,SZ002007,2018-10-01
8546,SZ002411,SH600161,2018-10-01
8547,SZ002411,SZ002252,2018-10-01
8548,SZ002411,SH600216,2018-10-01
8549,SZ002411,SZ002399,2018-10-01
8550,SZ002411,SZ002001,2018-10-01
8551,SZ002411,SH600267,2018-10-01
8552,SZ002411,SH600812,2018-10-01
8553,SZ002411,SH600276,2018-10-01
8554,SZ002411,SZ002422,2018-10-01
8555,SZ002411,SH600196,2018-10-01
8556,SZ002411,SH600079,2018-10-01
8557,SZ002411,SZ002773,2018-10-01
8558,SZ002411,SH600851,2018-10-01
8559,SZ002411,SZ002653,2018-10-01
8560,SZ002411,SZ002294,2018-10-01
8561,SZ002411,SH600380,2018-10-01
8562,SZ002411,SZ000623,2018-10-01
8563,SZ002411,SH600521,2018-10-01
8564,SZ002411,SZ000963,2018-10-01
8565,SZ002411,SH600200,2018-10-01
8566,SZ002411,SH600062,2018-10-01
8567,SZ002411,SH600664,2018-10-01
8568,SZ002411,SZ300003,2018-10-01
8569,SZ002411,SH600535,2018-10-01
8570,SZ002411,SZ002603,2018-10-01
8571,SZ002411,SH603858,2018-10-01
8572,SZ002411,SZ000999,2018-10-01
8573,SZ002411,SZ002275,2018-10-01
8574,SZ002411,SH600566,2018-10-01
8575,SZ002411,SH600332,2018-10-01
8576,SZ002411,SZ002424,2018-10-01
8577,SZ002411,SH600085,2018-10-01
8578,SZ002411,SZ000538,2018-10-01
8579,SZ002411,SZ000423,2018-10-01
8580,SZ002411,SH600518,2018-10-01
8581,SZ002411,SH600436,2018-10-01
8582,SZ002411,SH600252,2018-10-01
8583,SZ002411,SZ002044,2018-10-01
8584,SZ002411,SZ300015,2018-10-01
8585,SZ002411,SZ300347,2018-10-01
8586,SZ002411,SH603259,2018-10-01
8587,SZ002508,SZ002050,2018-10-01
8588,SZ002508,SZ002032,2018-10-01
8589,SZ002508,SZ002242,2018-10-01
8590,SZ002508,SZ000541,2018-10-01
8591,SZ002508,SH600060,2018-10-01
8592,SZ002508,SH600839,2018-10-01
8593,SZ002508,SZ002429,2018-10-01
8594,SZ002508,SZ002052,2018-10-01
8595,SZ002508,SZ000651,2018-10-01
8596,SZ002508,SZ000333,2018-10-01
8597,SZ002508,SH600690,2018-10-01
8598,SZ002555,SH601098,2018-10-01
8599,SZ002555,SH601928,2018-10-01
8600,SZ002555,SZ000793,2018-10-01
8601,SZ002555,SH600373,2018-10-01
8602,SZ002555,SH601801,2018-10-01
8603,SZ002555,SZ300251,2018-10-01
8604,SZ002555,SZ300133,2018-10-01
8605,SZ002555,SZ300182,2018-10-01
8606,SZ002555,SZ300027,2018-10-01
8607,SZ002555,SZ002292,2018-10-01
8608,SZ002555,SH600977,2018-10-01
8609,SZ002555,SZ002739,2018-10-01
8610,SZ002555,SH600088,2018-10-01
8611,SZ002555,SZ002400,2018-10-01
8612,SZ002555,SZ002131,2018-10-01
8613,SZ002555,SZ300058,2018-10-01
8614,SZ002555,SZ002027,2018-10-01
8615,SZ002555,SZ300413,2018-10-01
8616,SZ002555,SH603000,2018-10-01
8617,SZ002555,SH600037,2018-10-01
8618,SZ002555,SZ000917,2018-10-01
8619,SZ002555,SH600959,2018-10-01
8620,SZ002555,SH601929,2018-10-01
8621,SZ002555,SZ000156,2018-10-01
8622,SZ002558,SH601098,2018-10-01
8623,SZ002558,SH601928,2018-10-01
8624,SZ002558,SZ000793,2018-10-01
8625,SZ002558,SH600373,2018-10-01
8626,SZ002558,SH601801,2018-10-01
8627,SZ002558,SZ300251,2018-10-01
8628,SZ002558,SZ300133,2018-10-01
8629,SZ002558,SZ300182,2018-10-01
8630,SZ002558,SZ300027,2018-10-01
8631,SZ002558,SZ002292,2018-10-01
8632,SZ002558,SH600977,2018-10-01
8633,SZ002558,SZ002739,2018-10-01
8634,SZ002558,SH600088,2018-10-01
8635,SZ002558,SZ002400,2018-10-01
8636,SZ002558,SZ002131,2018-10-01
8637,SZ002558,SZ300058,2018-10-01
8638,SZ002558,SZ002027,2018-10-01
8639,SZ002558,SZ300413,2018-10-01
8640,SZ002558,SH603000,2018-10-01
8641,SZ002558,SH600037,2018-10-01
8642,SZ002558,SZ000917,2018-10-01
8643,SZ002558,SH600959,2018-10-01
8644,SZ002558,SH601929,2018-10-01
8645,SZ002558,SZ000156,2018-10-01
8646,SZ002602,SH601098,2018-10-01
8647,SZ002602,SH601928,2018-10-01
8648,SZ002602,SZ000793,2018-10-01
8649,SZ002602,SH600373,2018-10-01
8650,SZ002602,SH601801,2018-10-01
8651,SZ002602,SZ300251,2018-10-01
8652,SZ002602,SZ300133,2018-10-01
8653,SZ002602,SZ300182,2018-10-01
8654,SZ002602,SZ300027,2018-10-01
8655,SZ002602,SZ002292,2018-10-01
8656,SZ002602,SH600977,2018-10-01
8657,SZ002602,SZ002739,2018-10-01
8658,SZ002602,SH600088,2018-10-01
8659,SZ002602,SZ002400,2018-10-01
8660,SZ002602,SZ002131,2018-10-01
8661,SZ002602,SZ300058,2018-10-01
8662,SZ002602,SZ002027,2018-10-01
8663,SZ002602,SZ300413,2018-10-01
8664,SZ002602,SH603000,2018-10-01
8665,SZ002602,SH600037,2018-10-01
8666,SZ002602,SZ000917,2018-10-01
8667,SZ002602,SH600959,2018-10-01
8668,SZ002602,SH601929,2018-10-01
8669,SZ002602,SZ000156,2018-10-01
8670,SZ002831,SH603833,2018-10-01
8671,SZ002831,SZ002572,2018-10-01
8672,SZ002831,SH603899,2018-10-01
8673,SZ002831,SZ000488,2018-10-01
8674,SZ002831,SH600308,2018-10-01
8675,SZ002831,SZ002078,2018-10-01
8676,SZ002839,SH601169,2018-10-01
8677,SZ002839,SH601009,2018-10-01
8678,SZ002839,SH600919,2018-10-01
8679,SZ002839,SZ002142,2018-10-01
8680,SZ002839,SH601997,2018-10-01
8681,SZ002839,SH601229,2018-10-01
8682,SZ002839,SH600926,2018-10-01
8683,SZ002839,SH601577,2018-10-01
8684,SZ002839,SH601838,2018-10-01
8685,SZ002839,SH600928,2018-10-01
8686,SZ002839,SH600000,2018-10-01
8687,SZ002839,SH600016,2018-10-01
8688,SZ002839,SH600036,2018-10-01
8689,SZ002839,SH601166,2018-10-01
8690,SZ002839,SH601818,2018-10-01
8691,SZ002839,SH600015,2018-10-01
8692,SZ002839,SH601998,2018-10-01
8693,SZ002839,SZ000001,2018-10-01
8694,SZ002839,SH601398,2018-10-01
8695,SZ002839,SH601288,2018-10-01
8696,SZ002839,SH601328,2018-10-01
8697,SZ002841,SZ300144,2018-10-01
8698,SZ002841,SH600754,2018-10-01
8699,SZ002841,SH600158,2018-10-01
8700,SH600390,SH601336,2018-10-01
8701,SH600390,SH601601,2018-10-01
8702,SH600390,SH601318,2018-10-01
8703,SH600390,SZ000627,2018-10-01
8704,SH600390,SH601319,2018-10-01
8705,SH600390,SH601628,2018-10-01
8706,SH600390,SH601162,2018-10-01
8707,SH600390,SZ300059,2018-10-01
8708,SH600390,SH601099,2018-10-01
8709,SH600390,SH601788,2018-10-01
8710,SH600390,SZ000783,2018-10-01
8711,SH600390,SH601688,2018-10-01
8712,SH600390,SZ000686,2018-10-01
8713,SH600390,SZ000750,2018-10-01
8714,SH600390,SH600030,2018-10-01
8715,SH600390,SZ002797,2018-10-01
8716,SH600390,SZ000728,2018-10-01
8717,SH600390,SZ000712,2018-10-01
8718,SH600390,SZ002736,2018-10-01
8719,SH600390,SZ002945,2018-10-01
8720,SH600390,SZ000166,2018-10-01
8721,SH600390,SH601901,2018-10-01
8722,SH600390,SZ002673,2018-10-01
8723,SH600390,SH601878,2018-10-01
8724,SH600390,SH601066,2018-10-01
8725,SH600390,SH601236,2018-10-01
8726,SH600390,SH600958,2018-10-01
8727,SH600390,SZ002939,2018-10-01
8728,SH600390,SH600999,2018-10-01
8729,SH600390,SH601377,2018-10-01
8730,SH600390,SH601881,2018-10-01
8731,SH600390,SH601211,2018-10-01
8732,SH600390,SH600369,2018-10-01
8733,SH600390,SH601198,2018-10-01
8734,SH600390,SZ000776,2018-10-01
8735,SH600390,SH601555,2018-10-01
8736,SH600390,SH600837,2018-10-01
8737,SH600390,SH601375,2018-10-01
8738,SH600390,SH600909,2018-10-01
8739,SH600390,SH600109,2018-10-01
8740,SH600390,SZ002500,2018-10-01
8741,SH600390,SH601108,2018-10-01
8742,SH601012,SH601877,2018-10-01
8743,SH601012,SZ002498,2018-10-01
8744,SH601012,SH600089,2018-10-01
8745,SH601012,SZ002028,2018-10-01
8746,SH601012,SH601179,2018-10-01
8747,SH601012,SH600550,2018-10-01
8748,SH601012,SH600517,2018-10-01
8749,SH601012,SH600312,2018-10-01
8750,SH601012,SH600406,2018-10-01
8751,SH601012,SZ000682,2018-10-01
8752,SH601012,SZ000400,2018-10-01
8753,SH601012,SH601727,2018-10-01
8754,SH601012,SH600875,2018-10-01
8755,SH601012,SZ002202,2018-10-01
8756,SH601012,SZ002074,2018-10-01
8757,SH601012,SZ000009,2018-10-01
8758,SH601012,SH600884,2018-10-01
8759,SH601212,SZ000970,2018-10-01
8760,SH601212,SZ000969,2018-10-01
8761,SH601212,SZ000831,2018-10-01
8762,SH601212,SH600111,2018-10-01
8763,SH601212,SH600259,2018-10-01
8764,SH601212,SH600456,2018-10-01
8765,SH601212,SZ000962,2018-10-01
8766,SH601212,SZ000960,2018-10-01
8767,SH601212,SH601958,2018-10-01
8768,SH601212,SH603993,2018-10-01
8769,SH601212,SZ002378,2018-10-01
8770,SH601212,SH600549,2018-10-01
8771,SH601212,SZ002466,2018-10-01
8772,SH601212,SZ002460,2018-10-01
8773,SH601212,SH603799,2018-10-01
8774,SH601212,SH601899,2018-10-01
8775,SH601212,SH601168,2018-10-01
8776,SH601212,SZ000630,2018-10-01
8777,SH601212,SH600110,2018-10-01
8778,SH601212,SZ000878,2018-10-01
8779,SH601212,SH600362,2018-10-01
8780,SH601212,SZ000758,2018-10-01
8781,SH601212,SH600961,2018-10-01
8782,SH601212,SH600331,2018-10-01
8783,SH601212,SZ000060,2018-10-01
8784,SH601212,SZ000612,2018-10-01
8785,SH601212,SZ000807,2018-10-01
8786,SH601212,SH600219,2018-10-01
8787,SH601212,SH601600,2018-10-01
8788,SH601212,SZ000933,2018-10-01
8789,SH601878,SH601336,2018-10-01
8790,SH601878,SH601601,2018-10-01
8791,SH601878,SH601318,2018-10-01
8792,SH601878,SZ000627,2018-10-01
8793,SH601878,SH601319,2018-10-01
8794,SH601878,SH601628,2018-10-01
8795,SH601878,SH600643,2018-10-01
8796,SH601878,SZ000617,2018-10-01
8797,SH601878,SH600390,2018-10-01
8798,SH601878,SH600705,2018-10-01
8799,SH601878,SH600061,2018-10-01
8800,SH601878,SH600816,2018-10-01
8801,SH601878,SZ000415,2018-10-01
8802,SH603799,SZ000970,2018-10-01
8803,SH603799,SZ000969,2018-10-01
8804,SH603799,SZ000831,2018-10-01
8805,SH603799,SH600111,2018-10-01
8806,SH603799,SH600259,2018-10-01
8807,SH603799,SH600456,2018-10-01
8808,SH603799,SZ000962,2018-10-01
8809,SH603799,SZ000960,2018-10-01
8810,SH603799,SH601958,2018-10-01
8811,SH603799,SH603993,2018-10-01
8812,SH603799,SZ002378,2018-10-01
8813,SH603799,SH600549,2018-10-01
8814,SH603799,SH601212,2018-10-01
8815,SH603799,SZ002155,2018-10-01
8816,SH603799,SH600489,2018-10-01
8817,SH603799,SH600547,2018-10-01
8818,SH603799,SH601899,2018-10-01
8819,SH603799,SH601168,2018-10-01
8820,SH603799,SZ000630,2018-10-01
8821,SH603799,SH600110,2018-10-01
8822,SH603799,SZ000878,2018-10-01
8823,SH603799,SH600362,2018-10-01
8824,SH603799,SZ000758,2018-10-01
8825,SH603799,SH600961,2018-10-01
8826,SH603799,SH600331,2018-10-01
8827,SH603799,SZ000060,2018-10-01
8828,SH603799,SZ000612,2018-10-01
8829,SH603799,SZ000807,2018-10-01
8830,SH603799,SH600219,2018-10-01
8831,SH603799,SH601600,2018-10-01
8832,SH603799,SZ000933,2018-10-01
8833,SH603833,SZ002831,2018-10-01
8834,SH603833,SH600210,2018-10-01
8835,SH603833,SH603899,2018-10-01
8836,SH603833,SZ000488,2018-10-01
8837,SH603833,SH600308,2018-10-01
8838,SH603833,SZ002078,2018-10-01
8839,SZ000723,SH600508,2018-10-01
8840,SZ000723,SH601666,2018-10-01
8841,SZ000723,SH600348,2018-10-01
8842,SZ000723,SH601699,2018-10-01
8843,SZ000723,SZ000983,2018-10-01
8844,SZ000723,SH600395,2018-10-01
8845,SZ000723,SZ000937,2018-10-01
8846,SZ000723,SH600123,2018-10-01
8847,SZ000723,SH600157,2018-10-01
8848,SZ000723,SH601088,2018-10-01
8849,SZ000723,SH600121,2018-10-01
8850,SZ000723,SH600971,2018-10-01
8851,SZ000723,SH601918,2018-10-01
8852,SZ000723,SH601898,2018-10-01
8853,SZ000723,SZ002128,2018-10-01
8854,SZ000723,SH601101,2018-10-01
8855,SZ000723,SH600403,2018-10-01
8856,SZ000723,SH600188,2018-10-01
8857,SZ000723,SH600546,2018-10-01
8858,SZ000723,SH601225,2018-10-01
8859,SZ002460,SZ000970,2018-10-01
8860,SZ002460,SZ000969,2018-10-01
8861,SZ002460,SZ000831,2018-10-01
8862,SZ002460,SH600111,2018-10-01
8863,SZ002460,SH600259,2018-10-01
8864,SZ002460,SH600456,2018-10-01
8865,SZ002460,SZ000962,2018-10-01
8866,SZ002460,SZ000960,2018-10-01
8867,SZ002460,SH601958,2018-10-01
8868,SZ002460,SH603993,2018-10-01
8869,SZ002460,SZ002378,2018-10-01
8870,SZ002460,SH600549,2018-10-01
8871,SZ002460,SH601212,2018-10-01
8872,SZ002460,SZ002155,2018-10-01
8873,SZ002460,SH600489,2018-10-01
8874,SZ002460,SH600547,2018-10-01
8875,SZ002460,SH601899,2018-10-01
8876,SZ002460,SH601168,2018-10-01
8877,SZ002460,SZ000630,2018-10-01
8878,SZ002460,SH600110,2018-10-01
8879,SZ002460,SZ000878,2018-10-01
8880,SZ002460,SH600362,2018-10-01
8881,SZ002460,SZ000758,2018-10-01
8882,SZ002460,SH600961,2018-10-01
8883,SZ002460,SH600331,2018-10-01
8884,SZ002460,SZ000060,2018-10-01
8885,SZ002460,SZ000612,2018-10-01
8886,SZ002460,SZ000807,2018-10-01
8887,SZ002460,SH600219,2018-10-01
8888,SZ002460,SH601600,2018-10-01
8889,SZ002460,SZ000933,2018-10-01
8890,SZ002468,SZ000520,2018-10-01
8891,SZ002468,SH600428,2018-10-01
8892,SZ002468,SH601919,2018-10-01
8893,SZ002468,SH601872,2018-10-01
8894,SZ002468,SH601866,2018-10-01
8895,SZ002468,SH600026,2018-10-01
8896,SZ002468,SZ000099,2018-10-01
8897,SZ002468,SH600029,2018-10-01
8898,SZ002468,SH603885,2018-10-01
8899,SZ002468,SH601111,2018-10-01
8900,SZ002468,SH600221,2018-10-01
8901,SZ002468,SH601021,2018-10-01
8902,SZ002468,SH600115,2018-10-01
8903,SZ002468,SH600004,2018-10-01
8904,SZ002468,SZ000089,2018-10-01
8905,SZ002468,SH600009,2018-10-01
8906,SZ002468,SH600611,2018-10-01
8907,SZ002468,SH600834,2018-10-01
