,e1,e2,time
1854,SH600739,SH603858,2018-10-01
1855,SH600739,SZ000999,2018-10-01
1856,SH600739,SZ002275,2018-10-01
1857,SH600739,SH600566,2018-10-01
1858,SH600739,SH600332,2018-10-01
1859,SH600739,SZ002424,2018-10-01
1860,SH600739,SH600085,2018-10-01
1861,SH600739,SZ000538,2018-10-01
1862,SH600739,SZ000423,2018-10-01
1863,SH600739,SH600518,2018-10-01
1864,SH600739,SH600436,2018-10-01
1865,SH600739,SH600252,2018-10-01
1866,SH600739,SZ002044,2018-10-01
1867,SH600739,SZ300015,2018-10-01
1868,SH600739,SZ300347,2018-10-01
1869,SH600739,SH603259,2018-10-01
1870,SH600741,SH600297,2018-10-01
1871,SH600741,SH600653,2018-10-01
1872,SH600741,SZ000572,2018-10-01
1873,SH600741,SH601127,2018-10-01
1874,SH600741,SH600733,2018-10-01
1875,SH600741,SH601238,2018-10-01
1876,SH600741,SH600104,2018-10-01
1877,SH600741,SZ000927,2018-10-01
1878,SH600741,SZ000625,2018-10-01
1879,SH600741,SH601633,2018-10-01
1880,SH600741,SZ002594,2018-10-01
1881,SH600754,SZ300144,2018-10-01
1882,SH600754,SH600880,2018-10-01
1883,SH600754,SZ002841,2018-10-01
1884,SH600754,SZ002607,2018-10-01
1885,SH600754,SH600158,2018-10-01
1886,SH600761,SZ002008,2018-10-01
1887,SH600761,SZ300124,2018-10-01
1888,SH600761,SZ300024,2018-10-01
1889,SH600761,SH600501,2018-10-01
1890,SH600761,SZ002073,2018-10-01
1891,SH600761,SH601106,2018-10-01
1892,SH600761,SH600169,2018-10-01
1893,SH600761,SH601717,2018-10-01
1894,SH600761,SH600320,2018-10-01
1895,SH600761,SH601608,2018-10-01
1896,SH600761,SZ002353,2018-10-01
1897,SH600761,SH600835,2018-10-01
1898,SH600761,SH600894,2018-10-01
1899,SH600761,SH601369,2018-10-01
1900,SH600761,SH600481,2018-10-01
1901,SH600761,SZ000008,2018-10-01
1902,SH600761,SH601766,2018-10-01
1903,SH600779,SZ000729,2018-10-01
1904,SH600779,SH600132,2018-10-01
1905,SH600779,SH600600,2018-10-01
1906,SH600779,SZ000869,2018-10-01
1907,SH600779,SZ002568,2018-10-01
1908,SH600779,SH603288,2018-10-01
1909,SH600779,SH600873,2018-10-01
1910,SH600779,SH600073,2018-10-01
1911,SH600779,SZ000895,2018-10-01
1912,SH600779,SZ300146,2018-10-01
1913,SH600779,SH600887,2018-10-01
1914,SH600779,SH600597,2018-10-01
1915,SH600779,SH603156,2018-10-01
1916,SH600779,SH600300,2018-10-01
1917,SH600787,SZ000520,2018-10-01
1918,SH600787,SH600428,2018-10-01
1919,SH600787,SH601919,2018-10-01
1920,SH600787,SH601872,2018-10-01
1921,SH600787,SH601866,2018-10-01
1922,SH600787,SH600026,2018-10-01
1923,SH600787,SZ000099,2018-10-01
1924,SH600787,SH600029,2018-10-01
1925,SH600787,SH603885,2018-10-01
1926,SH600787,SH601111,2018-10-01
1927,SH600787,SH600221,2018-10-01
1928,SH600787,SH601021,2018-10-01
1929,SH600787,SH600115,2018-10-01
1930,SH600787,SH600004,2018-10-01
1931,SH600787,SZ000089,2018-10-01
1932,SH600787,SH600009,2018-10-01
1933,SH600787,SH600611,2018-10-01
1934,SH600787,SH600834,2018-10-01
1935,SH600787,SH600269,2018-10-01
1936,SH600787,SH600350,2018-10-01
1937,SH600787,SZ000755,2018-10-01
1938,SH600787,SH600020,2018-10-01
1939,SH600787,SZ000088,2018-10-01
1940,SH600787,SH601107,2018-10-01
1941,SH600787,SH600377,2018-10-01
1942,SH600787,SZ000900,2018-10-01
1943,SH600787,SH600548,2018-10-01
1944,SH600787,SH600033,2018-10-01
1945,SH600787,SZ000828,2018-10-01
1946,SH600787,SZ001965,2018-10-01
1947,SH600787,SH600035,2018-10-01
1948,SH600787,SH601333,2018-10-01
1949,SH600787,SH601006,2018-10-01
1950,SH600795,SH600333,2018-10-01
1951,SH600795,SH600635,2018-10-01
1952,SH600795,SH601139,2018-10-01
1953,SH600797,SZ300085,2018-10-01
1954,SH600797,SZ002405,2018-10-01
1955,SH600797,SH600602,2018-10-01
1956,SH600797,SH600570,2018-10-01
1957,SH600797,SZ002410,2018-10-01
1958,SH600797,SH601519,2018-10-01
1959,SH600797,SZ300033,2018-10-01
1960,SH600797,SZ002153,2018-10-01
1961,SH600797,SH600654,2018-10-01
1962,SH600797,SZ000503,2018-10-01
1963,SH600797,SZ002230,2018-10-01
1964,SH600797,SH600588,2018-10-01
1965,SH600797,SZ002236,2018-10-01
1966,SH600797,SZ002415,2018-10-01
1967,SH600797,SZ000066,2018-10-01
1968,SH600797,SH603019,2018-10-01
1969,SH600797,SZ002152,2018-10-01
1970,SH600797,SZ000977,2018-10-01
1971,SH600797,SH600100,2018-10-01
1972,SH600808,SH600117,2018-10-01
1973,SH600808,SZ000825,2018-10-01
1974,SH600808,SZ000708,2018-10-01
1975,SH600808,SH600516,2018-10-01
1976,SH600808,SZ000629,2018-10-01
1977,SH600808,SH601969,2018-10-01
1978,SH600809,SZ000729,2018-10-01
1979,SH600809,SH600132,2018-10-01
1980,SH600809,SH600600,2018-10-01
1981,SH600809,SZ000869,2018-10-01
1982,SH600809,SZ002568,2018-10-01
1983,SH600809,SH603288,2018-10-01
1984,SH600809,SH600873,2018-10-01
1985,SH600809,SH600073,2018-10-01
1986,SH600809,SZ000895,2018-10-01
1987,SH600809,SZ300146,2018-10-01
1988,SH600809,SH600887,2018-10-01
1989,SH600809,SH600597,2018-10-01
1990,SH600809,SH603156,2018-10-01
1991,SH600809,SH600300,2018-10-01
1992,SH600812,SZ300122,2018-10-01
1993,SH600812,SZ300142,2018-10-01
1994,SH600812,SH600739,2018-10-01
1995,SH600812,SZ002038,2018-10-01
1996,SH600812,SH600682,2018-10-01
1997,SH600812,SZ000661,2018-10-01
1998,SH600812,SH600867,2018-10-01
1999,SH600812,SZ002007,2018-10-01
2000,SH600812,SH600161,2018-10-01
2001,SH600812,SZ002252,2018-10-01
2002,SH600812,SZ002411,2018-10-01
2003,SH600812,SZ300003,2018-10-01
2004,SH600812,SH600535,2018-10-01
2005,SH600812,SZ002603,2018-10-01
2006,SH600812,SH603858,2018-10-01
2007,SH600812,SZ000999,2018-10-01
2008,SH600812,SZ002275,2018-10-01
2009,SH600812,SH600566,2018-10-01
2010,SH600812,SH600332,2018-10-01
2011,SH600812,SZ002424,2018-10-01
2012,SH600812,SH600085,2018-10-01
2013,SH600812,SZ000538,2018-10-01
2014,SH600812,SZ000423,2018-10-01
2015,SH600812,SH600518,2018-10-01
2016,SH600812,SH600436,2018-10-01
2017,SH600812,SH600252,2018-10-01
2018,SH600812,SZ002044,2018-10-01
2019,SH600812,SZ300015,2018-10-01
2020,SH600812,SZ300347,2018-10-01
2021,SH600812,SH603259,2018-10-01
2022,SH600820,SH601117,2018-10-01
2023,SH600820,SZ002051,2018-10-01
2024,SH600820,SH600970,2018-10-01
2025,SH600820,SZ002081,2018-10-01
2026,SH600834,SZ000520,2018-10-01
2027,SH600834,SH600428,2018-10-01
2028,SH600834,SH601919,2018-10-01
2029,SH600834,SH601872,2018-10-01
2030,SH600834,SH601866,2018-10-01
2031,SH600834,SH600026,2018-10-01
2032,SH600834,SZ002183,2018-10-01
2033,SH600834,SZ002010,2018-10-01
2034,SH600834,SH600153,2018-10-01
2035,SH600834,SH600704,2018-10-01
2036,SH600834,SZ002468,2018-10-01
2037,SH600834,SZ002120,2018-10-01
2038,SH600834,SH600233,2018-10-01
2039,SH600834,SZ002352,2018-10-01
2040,SH600834,SH600787,2018-10-01
2041,SH600834,SZ000099,2018-10-01
2042,SH600834,SH600029,2018-10-01
2043,SH600834,SH603885,2018-10-01
2044,SH600834,SH601111,2018-10-01
2045,SH600834,SH600221,2018-10-01
2046,SH600834,SH601021,2018-10-01
2047,SH600834,SH600115,2018-10-01
2048,SH600834,SH600004,2018-10-01
2049,SH600834,SZ000089,2018-10-01
2050,SH600834,SH600009,2018-10-01
2051,SH600835,SZ002008,2018-10-01
2052,SH600835,SZ300124,2018-10-01
2053,SH600835,SZ300024,2018-10-01
2054,SH600835,SH601369,2018-10-01
2055,SH600835,SH600481,2018-10-01
2056,SH600835,SZ000528,2018-10-01
2057,SH600835,SZ000157,2018-10-01
2058,SH600835,SZ000425,2018-10-01
2059,SH600835,SZ000680,2018-10-01
2060,SH600835,SH600761,2018-10-01
2061,SH600835,SZ002097,2018-10-01
2062,SH600835,SZ000008,2018-10-01
2063,SH600835,SH601766,2018-10-01
2064,SH600839,SZ002050,2018-10-01
2065,SH600839,SZ002032,2018-10-01
2066,SH600839,SZ002242,2018-10-01
2067,SH600839,SZ002508,2018-10-01
2068,SH600839,SZ000541,2018-10-01
2069,SH600839,SZ000651,2018-10-01
2070,SH600839,SZ000333,2018-10-01
2071,SH600839,SH600690,2018-10-01
2072,SH600851,SZ300122,2018-10-01
2073,SH600851,SZ300142,2018-10-01
2074,SH600851,SH600739,2018-10-01
2075,SH600851,SZ002038,2018-10-01
2076,SH600851,SH600682,2018-10-01
2077,SH600851,SZ000661,2018-10-01
2078,SH600851,SH600867,2018-10-01
2079,SH600851,SZ002007,2018-10-01
2080,SH600851,SH600161,2018-10-01
2081,SH600851,SZ002252,2018-10-01
2082,SH600851,SZ002411,2018-10-01
2083,SH600851,SZ300003,2018-10-01
2084,SH600851,SH600535,2018-10-01
2085,SH600851,SZ002603,2018-10-01
2086,SH600851,SH603858,2018-10-01
2087,SH600851,SZ000999,2018-10-01
2088,SH600851,SZ002275,2018-10-01
2089,SH600851,SH600566,2018-10-01
2090,SH600851,SH600332,2018-10-01
2091,SH600851,SZ002424,2018-10-01
2092,SH600851,SH600085,2018-10-01
2093,SH600851,SZ000538,2018-10-01
2094,SH600851,SZ000423,2018-10-01
2095,SH600851,SH600518,2018-10-01
2096,SH600851,SH600436,2018-10-01
2097,SH600851,SH600252,2018-10-01
2098,SH600851,SZ002044,2018-10-01
2099,SH600851,SZ300015,2018-10-01
2100,SH600851,SZ300347,2018-10-01
2101,SH600851,SH603259,2018-10-01
2102,SH600863,SH600333,2018-10-01
2103,SH600863,SH600635,2018-10-01
2104,SH600863,SH601139,2018-10-01
2105,SH600868,SH600333,2018-10-01
2106,SH600868,SH600635,2018-10-01
2107,SH600868,SH601139,2018-10-01
2108,SH600871,SZ000698,2018-10-01
2109,SH600871,SZ000301,2018-10-01
2110,SH600871,SH600688,2018-10-01
2111,SH600871,SZ000703,2018-10-01
2112,SH600871,SZ002493,2018-10-01
2113,SH600871,SH600028,2018-10-01
2114,SH600871,SH600346,2018-10-01
2115,SH600871,SZ000059,2018-10-01
2116,SH600871,SH600256,2018-10-01
2117,SH600871,SH601233,2018-10-01
2118,SH600871,SZ000968,2018-10-01
2119,SH600875,SH600151,2018-10-01
2120,SH600875,SH600438,2018-10-01
2121,SH600875,SZ002129,2018-10-01
2122,SH600875,SH601012,2018-10-01
2123,SH600875,SH601877,2018-10-01
2124,SH600875,SZ002498,2018-10-01
2125,SH600875,SH600089,2018-10-01
2126,SH600875,SZ002028,2018-10-01
2127,SH600875,SH601179,2018-10-01
2128,SH600875,SH600550,2018-10-01
2129,SH600875,SH600517,2018-10-01
2130,SH600875,SH600312,2018-10-01
2131,SH600875,SH600406,2018-10-01
2132,SH600875,SZ000682,2018-10-01
2133,SH600875,SZ000400,2018-10-01
2134,SH600875,SZ002202,2018-10-01
2135,SH600875,SZ002074,2018-10-01
2136,SH600875,SZ000009,2018-10-01
2137,SH600875,SH600884,2018-10-01
2138,SH600879,SZ002025,2018-10-01
2139,SH600879,SZ002179,2018-10-01
2140,SH600879,SZ002465,2018-10-01
2141,SH600879,SZ000768,2018-10-01
2142,SH600879,SH600038,2018-10-01
2143,SH600879,SH600760,2018-10-01
2144,SH600879,SH600372,2018-10-01
2145,SH600879,SH600316,2018-10-01
2146,SH600879,SZ002625,2018-10-01
2147,SH600879,SH600893,2018-10-01
2148,SH600879,SH600482,2018-10-01
2149,SH600879,SH600150,2018-10-01
2150,SH600879,SH600685,2018-10-01
2151,SH600879,SH601989,2018-10-01
2152,SH600884,SH600151,2018-10-01
2153,SH600884,SH600438,2018-10-01
2154,SH600884,SZ002129,2018-10-01
2155,SH600884,SH601012,2018-10-01
2156,SH600884,SH601877,2018-10-01
2157,SH600884,SZ002498,2018-10-01
2158,SH600884,SH600089,2018-10-01
2159,SH600884,SZ002028,2018-10-01
2160,SH600884,SH601179,2018-10-01
2161,SH600884,SH600550,2018-10-01
2162,SH600884,SH600517,2018-10-01
2163,SH600884,SH600312,2018-10-01
2164,SH600884,SH600406,2018-10-01
2165,SH600884,SZ000682,2018-10-01
2166,SH600884,SZ000400,2018-10-01
2167,SH600884,SH601727,2018-10-01
2168,SH600884,SH600875,2018-10-01
2169,SH600884,SZ002202,2018-10-01
2170,SH600886,SH600333,2018-10-01
2171,SH600886,SH600635,2018-10-01
2172,SH600886,SH601139,2018-10-01
2173,SH600887,SZ000729,2018-10-01
2174,SH600887,SH600132,2018-10-01
2175,SH600887,SH600600,2018-10-01
2176,SH600887,SZ000869,2018-10-01
2177,SH600887,SZ002568,2018-10-01
2178,SH600887,SH603288,2018-10-01
2179,SH600887,SH600873,2018-10-01
2180,SH600887,SH600073,2018-10-01
2181,SH600887,SZ000895,2018-10-01
2182,SH600887,SZ300146,2018-10-01
2183,SH600887,SH600809,2018-10-01
2184,SH600887,SH600519,2018-10-01
2185,SH600887,SZ002304,2018-10-01
2186,SH600887,SH600779,2018-10-01
2187,SH600887,SZ000568,2018-10-01
2188,SH600887,SZ000596,2018-10-01
2189,SH600887,SZ000858,2018-10-01
2190,SH600894,SZ002008,2018-10-01
2191,SH600894,SZ300124,2018-10-01
2192,SH600894,SZ300024,2018-10-01
2193,SH600894,SH601369,2018-10-01
2194,SH600894,SH600481,2018-10-01
2195,SH600894,SZ000528,2018-10-01
2196,SH600894,SZ000157,2018-10-01
2197,SH600894,SZ000425,2018-10-01
2198,SH600894,SZ000680,2018-10-01
2199,SH600894,SH600761,2018-10-01
2200,SH600894,SZ002097,2018-10-01
2201,SH600894,SZ000008,2018-10-01
2202,SH600894,SH601766,2018-10-01
2203,SH600900,SH600333,2018-10-01
2204,SH600900,SH600635,2018-10-01
2205,SH600900,SH601139,2018-10-01
2206,SH600970,SH601669,2018-10-01
2207,SH600970,SH601611,2018-10-01
2208,SH600970,SH600820,2018-10-01
2209,SH600970,SZ002081,2018-10-01
2210,SH600997,SH600508,2018-10-01
2211,SH600997,SH601666,2018-10-01
2212,SH600997,SH600348,2018-10-01
2213,SH600997,SH601699,2018-10-01
2214,SH600997,SZ000983,2018-10-01
2215,SH600997,SH600395,2018-10-01
2216,SH600997,SZ000937,2018-10-01
2217,SH600997,SH600123,2018-10-01
2218,SH600997,SH600157,2018-10-01
2219,SH600997,SH601088,2018-10-01
2220,SH600997,SH600121,2018-10-01
2221,SH600997,SH600971,2018-10-01
2222,SH600997,SH601918,2018-10-01
2223,SH600997,SH601898,2018-10-01
2224,SH600997,SZ002128,2018-10-01
2225,SH600997,SH601101,2018-10-01
2226,SH600997,SH600403,2018-10-01
2227,SH600997,SH600188,2018-10-01
2228,SH600997,SH600546,2018-10-01
2229,SH600997,SH601225,2018-10-01
2230,SH601006,SZ000520,2018-10-01
2231,SH601006,SH600428,2018-10-01
2232,SH601006,SH601919,2018-10-01
2233,SH601006,SH601872,2018-10-01
2234,SH601006,SH601866,2018-10-01
2235,SH601006,SH600026,2018-10-01
2236,SH601006,SZ002183,2018-10-01
2237,SH601006,SZ002010,2018-10-01
2238,SH601006,SH600153,2018-10-01
2239,SH601006,SH600704,2018-10-01
2240,SH601006,SZ002468,2018-10-01
2241,SH601006,SZ002120,2018-10-01
2242,SH601006,SH600233,2018-10-01
2243,SH601006,SZ002352,2018-10-01
2244,SH601006,SH600787,2018-10-01
2245,SH601006,SZ000099,2018-10-01
2246,SH601006,SH600029,2018-10-01
2247,SH601006,SH603885,2018-10-01
2248,SH601006,SH601111,2018-10-01
2249,SH601006,SH600221,2018-10-01
2250,SH601006,SH601021,2018-10-01
2251,SH601006,SH600115,2018-10-01
2252,SH601006,SH600004,2018-10-01
2253,SH601006,SZ000089,2018-10-01
2254,SH601006,SH600009,2018-10-01
2255,SH601111,SZ000520,2018-10-01
2256,SH601111,SH600428,2018-10-01
2257,SH601111,SH601919,2018-10-01
2258,SH601111,SH601872,2018-10-01
2259,SH601111,SH601866,2018-10-01
2260,SH601111,SH600026,2018-10-01
2261,SH601111,SZ002183,2018-10-01
2262,SH601111,SZ002010,2018-10-01
2263,SH601111,SH600153,2018-10-01
2264,SH601111,SH600704,2018-10-01
2265,SH601111,SZ002468,2018-10-01
2266,SH601111,SZ002120,2018-10-01
2267,SH601111,SH600233,2018-10-01
2268,SH601111,SZ002352,2018-10-01
2269,SH601111,SH600787,2018-10-01
2270,SH601111,SH600611,2018-10-01
2271,SH601111,SH600834,2018-10-01
2272,SH601111,SH600269,2018-10-01
2273,SH601111,SH600350,2018-10-01
2274,SH601111,SZ000755,2018-10-01
2275,SH601111,SH600020,2018-10-01
2276,SH601111,SZ000088,2018-10-01
2277,SH601111,SH601107,2018-10-01
2278,SH601111,SH600377,2018-10-01
2279,SH601111,SZ000900,2018-10-01
2280,SH601111,SH600548,2018-10-01
2281,SH601111,SH600033,2018-10-01
2282,SH601111,SZ000828,2018-10-01
2283,SH601111,SZ001965,2018-10-01
2284,SH601111,SH600035,2018-10-01
2285,SH601111,SH601333,2018-10-01
2286,SH601111,SH601006,2018-10-01
2287,SH601398,SH601169,2018-10-01
2288,SH601398,SH601009,2018-10-01
2289,SH601398,SH600919,2018-10-01
2290,SH601398,SZ002142,2018-10-01
2291,SH601398,SH601997,2018-10-01
2292,SH601398,SH601229,2018-10-01
2293,SH601398,SH600926,2018-10-01
2294,SH601398,SH601577,2018-10-01
2295,SH601398,SH601838,2018-10-01
2296,SH601398,SH600928,2018-10-01
2297,SH601398,SH600000,2018-10-01
2298,SH601398,SH600016,2018-10-01
2299,SH601398,SH600036,2018-10-01
2300,SH601398,SH601166,2018-10-01
2301,SH601398,SH601818,2018-10-01
2302,SH601398,SH600015,2018-10-01
2303,SH601398,SH601998,2018-10-01
2304,SH601398,SZ000001,2018-10-01
2305,SH601398,SZ002839,2018-10-01
2306,SH601398,SZ002958,2018-10-01
2307,SZ000001,SH601169,2018-10-01
2308,SZ000001,SH601009,2018-10-01
2309,SZ000001,SH600919,2018-10-01
2310,SZ000001,SZ002142,2018-10-01
2311,SZ000001,SH601997,2018-10-01
2312,SZ000001,SH601229,2018-10-01
2313,SZ000001,SH600926,2018-10-01
2314,SZ000001,SH601577,2018-10-01
2315,SZ000001,SH601838,2018-10-01
2316,SZ000001,SH600928,2018-10-01
2317,SZ000001,SZ002839,2018-10-01
2318,SZ000001,SZ002958,2018-10-01
2319,SZ000001,SH601398,2018-10-01
2320,SZ000001,SH601288,2018-10-01
2321,SZ000001,SH601328,2018-10-01
2322,SZ000009,SH600151,2018-10-01
2323,SZ000009,SH600438,2018-10-01
2324,SZ000009,SZ002129,2018-10-01
2325,SZ000009,SH601012,2018-10-01
2326,SZ000009,SH601877,2018-10-01
2327,SZ000009,SZ002498,2018-10-01
2328,SZ000009,SH600089,2018-10-01
2329,SZ000009,SZ002028,2018-10-01
2330,SZ000009,SH601179,2018-10-01
2331,SZ000009,SH600550,2018-10-01
2332,SZ000009,SH600517,2018-10-01
2333,SZ000009,SH600312,2018-10-01
2334,SZ000009,SH600406,2018-10-01
2335,SZ000009,SZ000682,2018-10-01
2336,SZ000009,SZ000400,2018-10-01
2337,SZ000009,SH601727,2018-10-01
2338,SZ000009,SH600875,2018-10-01
2339,SZ000009,SZ002202,2018-10-01
2340,SZ000012,SH601992,2018-10-01
2341,SZ000012,SZ000401,2018-10-01
2342,SZ000012,SH600724,2018-10-01
2343,SZ000012,SZ002271,2018-10-01
2344,SZ000012,SZ000786,2018-10-01
2345,SZ000021,SH600460,2018-10-01
2346,SZ000021,SZ002049,2018-10-01
2347,SZ000021,SH600198,2018-10-01
2348,SZ000021,SH603986,2018-10-01
2349,SZ000021,SH603501,2018-10-01
2350,SZ000021,SH603160,2018-10-01
2351,SZ000021,SH600171,2018-10-01
2352,SZ000021,SZ000100,2018-10-01
2353,SZ000021,SZ002106,2018-10-01
2354,SZ000021,SH600666,2018-10-01
2355,SZ000021,SZ000725,2018-10-01
2356,SZ000021,SZ000413,2018-10-01
2357,SZ000021,SZ000536,2018-10-01
2358,SZ000021,SZ300296,2018-10-01
2359,SZ000021,SH600703,2018-10-01
2360,SZ000021,SZ002456,2018-10-01
2361,SZ000021,SZ002916,2018-10-01
2362,SZ000021,SZ002938,2018-10-01
2363,SZ000021,SH600183,2018-10-01
2364,SZ000021,SZ000636,2018-10-01
2365,SZ000021,SZ300408,2018-10-01
2366,SZ000027,SH600333,2018-10-01
2367,SZ000027,SH600635,2018-10-01
2368,SZ000027,SH601139,2018-10-01
2369,SZ000059,SH600583,2018-10-01
2370,SZ000059,SH600339,2018-10-01
2371,SZ000059,SH601808,2018-10-01
2372,SZ000059,SH600871,2018-10-01
2373,SZ000059,SH600968,2018-10-01
2374,SZ000059,SZ000968,2018-10-01
2375,SZ000060,SZ000970,2018-10-01
2376,SZ000060,SZ000969,2018-10-01
2377,SZ000060,SZ000831,2018-10-01
2378,SZ000060,SH600111,2018-10-01
2379,SZ000060,SH600259,2018-10-01
2380,SZ000060,SH600456,2018-10-01
2381,SZ000060,SZ000962,2018-10-01
2382,SZ000060,SZ000960,2018-10-01
2383,SZ000060,SH601958,2018-10-01
2384,SZ000060,SH603993,2018-10-01
2385,SZ000060,SZ002378,2018-10-01
2386,SZ000060,SH600549,2018-10-01
2387,SZ000060,SH601212,2018-10-01
2388,SZ000060,SZ002155,2018-10-01
2389,SZ000060,SH600489,2018-10-01
2390,SZ000060,SH600547,2018-10-01
2391,SZ000060,SZ002466,2018-10-01
2392,SZ000060,SZ002460,2018-10-01
2393,SZ000060,SH603799,2018-10-01
2394,SZ000063,SH600050,2018-10-01
2395,SZ000063,SH600804,2018-10-01
2396,SZ000066,SZ300085,2018-10-01
2397,SZ000066,SZ002405,2018-10-01
2398,SZ000066,SH600602,2018-10-01
2399,SZ000066,SH600570,2018-10-01
2400,SZ000066,SZ002410,2018-10-01
2401,SZ000066,SH601519,2018-10-01
2402,SZ000066,SZ300033,2018-10-01
2403,SZ000066,SZ002153,2018-10-01
2404,SZ000066,SH600654,2018-10-01
2405,SZ000066,SZ000503,2018-10-01
2406,SZ000066,SZ002230,2018-10-01
2407,SZ000066,SH600588,2018-10-01
2408,SZ000066,SZ002195,2018-10-01
2409,SZ000066,SZ000938,2018-10-01
2410,SZ000066,SH600410,2018-10-01
2411,SZ000066,SZ002065,2018-10-01
2412,SZ000066,SZ000555,2018-10-01
2413,SZ000066,SH600718,2018-10-01
2414,SZ000066,SH600271,2018-10-01
2415,SZ000066,SH600797,2018-10-01
2416,SZ000066,SH600446,2018-10-01
2417,SZ000066,SZ300168,2018-10-01
2418,SZ000066,SZ300017,2018-10-01
2419,SZ000088,SZ000520,2018-10-01
2420,SZ000088,SH600428,2018-10-01
2421,SZ000088,SH601919,2018-10-01
2422,SZ000088,SH601872,2018-10-01
2423,SZ000088,SH601866,2018-10-01
2424,SZ000088,SH600026,2018-10-01
2425,SZ000088,SZ002183,2018-10-01
2426,SZ000088,SZ002010,2018-10-01
2427,SZ000088,SH600153,2018-10-01
2428,SZ000088,SH600704,2018-10-01
2429,SZ000088,SZ002468,2018-10-01
2430,SZ000088,SZ002120,2018-10-01
2431,SZ000088,SH600233,2018-10-01
2432,SZ000088,SZ002352,2018-10-01
2433,SZ000088,SH600787,2018-10-01
2434,SZ000088,SZ000099,2018-10-01
2435,SZ000088,SH600029,2018-10-01
2436,SZ000088,SH603885,2018-10-01
2437,SZ000088,SH601111,2018-10-01
2438,SZ000088,SH600221,2018-10-01
2439,SZ000088,SH601021,2018-10-01
2440,SZ000088,SH600115,2018-10-01
2441,SZ000088,SH600004,2018-10-01
2442,SZ000088,SZ000089,2018-10-01
2443,SZ000088,SH600009,2018-10-01
2444,SZ000089,SZ000520,2018-10-01
2445,SZ000089,SH600428,2018-10-01
2446,SZ000089,SH601919,2018-10-01
2447,SZ000089,SH601872,2018-10-01
2448,SZ000089,SH601866,2018-10-01
2449,SZ000089,SH600026,2018-10-01
2450,SZ000089,SZ002183,2018-10-01
2451,SZ000089,SZ002010,2018-10-01
2452,SZ000089,SH600153,2018-10-01
2453,SZ000089,SH600704,2018-10-01
2454,SZ000089,SZ002468,2018-10-01
2455,SZ000089,SZ002120,2018-10-01
2456,SZ000089,SH600233,2018-10-01
2457,SZ000089,SZ002352,2018-10-01
2458,SZ000089,SH600787,2018-10-01
2459,SZ000089,SH600611,2018-10-01
2460,SZ000089,SH600834,2018-10-01
2461,SZ000089,SH600269,2018-10-01
2462,SZ000089,SH600350,2018-10-01
2463,SZ000089,SZ000755,2018-10-01
2464,SZ000089,SH600020,2018-10-01
2465,SZ000089,SZ000088,2018-10-01
2466,SZ000089,SH601107,2018-10-01
2467,SZ000089,SH600377,2018-10-01
2468,SZ000089,SZ000900,2018-10-01
2469,SZ000089,SH600548,2018-10-01
2470,SZ000089,SH600033,2018-10-01
2471,SZ000089,SZ000828,2018-10-01
2472,SZ000089,SZ001965,2018-10-01
2473,SZ000089,SH600035,2018-10-01
2474,SZ000089,SH601333,2018-10-01
2475,SZ000089,SH601006,2018-10-01
2476,SZ000099,SZ000520,2018-10-01
2477,SZ000099,SH600428,2018-10-01
2478,SZ000099,SH601919,2018-10-01
2479,SZ000099,SH601872,2018-10-01
2480,SZ000099,SH601866,2018-10-01
2481,SZ000099,SH600026,2018-10-01
2482,SZ000099,SZ002183,2018-10-01
2483,SZ000099,SZ002010,2018-10-01
2484,SZ000099,SH600153,2018-10-01
2485,SZ000099,SH600704,2018-10-01
2486,SZ000099,SZ002468,2018-10-01
2487,SZ000099,SZ002120,2018-10-01
2488,SZ000099,SH600233,2018-10-01
2489,SZ000099,SZ002352,2018-10-01
2490,SZ000099,SH600787,2018-10-01
2491,SZ000099,SH600611,2018-10-01
2492,SZ000099,SH600834,2018-10-01
2493,SZ000099,SH600269,2018-10-01
2494,SZ000099,SH600350,2018-10-01
2495,SZ000099,SZ000755,2018-10-01
2496,SZ000099,SH600020,2018-10-01
2497,SZ000099,SZ000088,2018-10-01
2498,SZ000099,SH601107,2018-10-01
2499,SZ000099,SH600377,2018-10-01
2500,SZ000099,SZ000900,2018-10-01
2501,SZ000099,SH600548,2018-10-01
2502,SZ000099,SH600033,2018-10-01
2503,SZ000099,SZ000828,2018-10-01
2504,SZ000099,SZ001965,2018-10-01
2505,SZ000099,SH600035,2018-10-01
2506,SZ000099,SH601333,2018-10-01
2507,SZ000099,SH601006,2018-10-01
2508,SZ000100,SH600460,2018-10-01
2509,SZ000100,SZ002049,2018-10-01
2510,SZ000100,SH600198,2018-10-01
2511,SZ000100,SH603986,2018-10-01
2512,SZ000100,SH603501,2018-10-01
2513,SZ000100,SH603160,2018-10-01
2514,SZ000100,SH600171,2018-10-01
2515,SZ000100,SZ000021,2018-10-01
2516,SZ000100,SZ002475,2018-10-01
2517,SZ000100,SZ002925,2018-10-01
2518,SZ000100,SH601231,2018-10-01
2519,SZ000100,SZ002241,2018-10-01
2520,SZ000100,SZ300433,2018-10-01
2521,SZ000100,SZ300136,2018-10-01
2522,SZ000100,SH601138,2018-10-01
2523,SZ000100,SZ002916,2018-10-01
2524,SZ000100,SZ002938,2018-10-01
2525,SZ000100,SH600183,2018-10-01
2526,SZ000100,SZ000636,2018-10-01
2527,SZ000100,SZ300408,2018-10-01
